player_id,year,player_name,position_combine,School,height(1),Height(inches),weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,nfl_team,position_nfl,position_nfl_standard,draft_round,draft_pick
2000ErikFlow,2000,Erik Flowers,DE,Arizona State,6 ft 4 in,76,271,4.75,33,24,114,7.21,4.15,BUF,DE,DE,1,26
2000JohnFran,2000,John Frank,DE,Utah,6 ft 4 in,76,280,4.78,37,32,117,7.07,4.27,PHI,DE,DE,6,178
2000ArtuFree,2000,Arturo Freeman,S,South Carolina,6 ft 0 in,72,188,4.5,35.5,14,124,6.91,4.38,MIA,DB,DB,5,152
2000ByroFris,2000,Byron Frisch,DE,BYU,6 ft 4 in,76,281,4.73,34.5,31,114,7.2,4.41,TEN,DE,DE,3,93
2000MondFulc,2000,Mondriel Fulcher,FB,Miami (FL),6 ft 3 in,75,253,4.85,27,18,116,7.46,4.52,OAK,TE,TE,7,227
2000JasoGava,2000,Jason Gavadza,TE,Kent State,6 ft 3 in,75,249,4.62,32.5,22,113,7.15,4.3,PIT,TE,TE,6,204
2000KabeGbaj,2000,Kabeer Gbaja-Biamila,OLB,San Diego State,6 ft 4 in,76,243,4.65,34,21,120,6.9,4.28,GNB,DE,DE,5,149
2000Ian Gold,2000,Ian Gold,OLB,Michigan,6 ft 1 in,73,221,4.56,33,21,115,6.97,4.19,DEN,LB,LB,2,40
2000ErneGran,2000,Ernest Grant,DT,Ark-Pine Bluff,6 ft 5 in,77,316,5.31,29.5,24,98,8,5.03,MIA,DT,DT,6,167
2000MikeGree,2000,Mike Green,FB,Houston,6 ft 0 in,72,253,4.78,28.5,25,108,7.08,4.34,TEN,RB,RB,7,213
2000CornGrif,2000,Cornelius Griffin,DE,Alabama,6 ft 3 in,75,297,4.9,31,30,111,7.63,4.62,NYG,DT,DT,2,42
2000ClarHagg,2000,Clark Haggans,OLB,Colorado State,6 ft 3 in,75,253,4.97,31.5,20,109,7.12,4.21,PIT,LB,LB,5,137
2000DantHall,2000,Dante' Hall,RB,Texas A&M,5 ft 8 in,68,191,4.44,38,18,123,6.62,3.82,KAN,WR,WR,5,153
2000ThomHamn,2000,Thomas Hamner,RB,Minnesota,6 ft 0 in,72,197,4.5,32,17,125,6.97,4.07,PHI,RB,RB,6,171
2000AntwHarr,2000,Antwan Harris,CB,Virginia,5 ft 9 in,69,186,4.34,39,16,121,6.75,4.01,NWE,DB,DB,6,187
2000LloyHarr,2000,Lloyd Harrison,CB,North Carolina State,5 ft 10 in,70,190,4.5,37.5,16,119,7.12,4.25,WAS,DB,DB,3,64
2000ChriHova,2000,Chris Hovan,DT,Boston Col.,6 ft 2 in,74,305,4.99,30,35,101,6.85,4.16,MIN,DT,DT,1,25
2000JabaIssa,2000,Jabari Issa,DT,Washington,6 ft 5 in,77,296,5.05,31.5,19,105,7.69,4.72,ARI,DE,DE,6,176
2000JenoJame,2000,Jeno James,OG,Auburn,6 ft 3 in,75,320,5.62,25.5,24,94,8.51,5.22,CAR,G,G,6,182
2000MattJohn,2000,Matt Johnson,OG,BYU,6 ft 4 in,76,345,5.56,28,35,99,8.07,4.99,IND,G,G,5,138
2000LeanJord,2000,Leander Jordan,OG,Indiana (PA),6 ft 4 in,76,330,5.46,31,25,104,7.91,4.76,CAR,T,T,3,82
2000CurtKeat,2000,Curtis Keaton,RB,West Virginia,5 ft 10 in,70,214,4.41,41.5,23,131,6.82,3.93,CIN,RB,RB,4,97
2000Ben Kell,2000,Ben Kelly,CB,Colorado,5 ft 9 in,69,183,4.53,36,17,116,6.63,3.95,MIA,DB,DB,3,84
2000KenoKenn,2000,Kenoy Kennedy,S,Arkansas,6 ft 1 in,73,221,4.71,33.5,8,113,7.08,4.38,DEN,DB,DB,2,45
2000AndrKlin,2000,Andrew Kline,OG,San Diego State,6 ft 2 in,74,305,5.43,28,26,103,7.54,4.6,STL,G,G,7,220
2000LeifLars,2000,Leif Larsen,DT,Texas-El Paso,6 ft 4 in,76,300,5.08,30,45,110,7.46,4.37,BUF,DT,DT,6,194
2000DustLyma,2000,Dustin Lyman,ILB,Wake Forest,6 ft 4 in,76,259,4.7,35,22,118,6.86,4.06,CHI,TE,TE,3,87
2000AnthMalb,2000,Anthony Malbrough,CB,Texas Tech,5 ft 9 in,69,184,4.44,35.5,20,117,6.73,4,CLE,DB,DB,5,130
2000DamiMcIn,2000,Damion McIntosh,OT,Kansas State,6 ft 4 in,76,328,5.31,26,23,97,7.72,4.71,SDG,T,T,3,83
2000AlviMcKi,2000,Alvin McKinley,DT,Mississippi State,6 ft 4 in,76,289,5.09,27.5,22,102,7.73,4.61,CAR,DE,DE,4,120
2000BradMees,2000,Brad Meester,C,New Mexico,6 ft 3 in,75,298,5.12,34,25,110,7.46,4.43,JAX,C,C,2,60
2000Rob Meie,2000,Rob Meier,DE,Washington State,6 ft 5 in,77,284,4.99,30.5,27,113,7.49,4.52,JAX,DE,DE,7,241
2000RichMerc,2000,Richard Mercier,OG,Miami (FL),6 ft 3 in,75,295,5.39,26,18,97,7.84,4.78,BAL,G,G,5,148
2000Rob Morr,2000,Rob Morris,ILB,BYU,6 ft 2 in,74,250,4.77,33,18,113,6.93,4.17,IND,LB,LB,1,28
2000SammMorr,2000,Sammy Morris,FB,Texas Tech,6 ft 0 in,72,221,4.65,37.5,23,117,7.05,4.21,BUF,RB,RB,5,156
2000KaulNoa,2000,Kaulana Noa,OT,Hawaii,6 ft 4 in,76,317,5.34,25.5,27,98,7.82,4.74,STL,T,T,4,104
2000ErikOlso,2000,Erik Olson,S,Colorado State,6 ft 1 in,73,208,4.63,35,17,115,6.81,4.21,JAX,DB,DB,7,236
2000DaShPolk,2000,DaShon Polk,OLB,Arizona,6 ft 2 in,74,233,4.75,32,18,111,7.43,4.45,BUF,LB,LB,7,251
2000HankPote,2000,Hank Poteat,CB,Pittsburgh,5 ft 10 in,70,197,4.57,37,16,126,6.66,4,PIT,DB,DB,3,77
2000TravPren,2000,Travis Prentice,RB,Miami (OH),6 ft 0 in,72,225,4.5,37,23,115,6.92,4.4,CLE,RB,RB,3,63
2000GregRand,2000,Greg Randall,OT,Michigan State,6 ft 6 in,78,333,5.59,26,22,95,8.15,5.13,NWE,T,T,4,127
2000QuinRees,2000,Quinton Reese,DE,Auburn,6 ft 4 in,76,283,5.13,30,18,101,7.91,4.68,DET,DE,DE,6,181
2000TutaReye,2000,Tutan Reyes,OT,Mississippi,6 ft 3 in,75,299,5.37,26.5,20,99,7.49,4.88,NOR,G,G,5,131
2000FredRobb,2000,Fred Robbins,DT,Wake Forest,6 ft 4 in,76,312,5.09,29.5,25,94,7.72,4.72,MIN,DT,DT,2,55
2000TonyScot,2000,Tony Scott,CB,North Carolina State,5 ft 10 in,70,193,4.5,34,11,116,7.45,4.24,NYJ,DB,DB,6,179
2000RichSeal,2000,Richard Seals,DT,Utah,6 ft 2 in,74,316,5.13,28.5,24,102,7.78,4.6,NYJ,DT,DT,7,218
2000Wes Shiv,2000,Wes Shivers,OT,Mississippi State,6 ft 5 in,77,318,5.65,22.5,18,98,8.48,4.81,TEN,T,T,7,237
2000MarkSimo,2000,Mark Simoneau,OLB,Kansas State,6 ft 0 in,72,237,4.6,36,24,117,7.08,4.09,ATL,LB,LB,3,67
2000PeteSirm,2000,Peter Sirmon,ILB,Oregon,6 ft 2 in,74,246,4.84,34.5,20,115,7.21,4.27,TEN,LB,LB,4,128
2000T.J.Slau,2000,T.J. Slaughter,ILB,Southern Miss,6 ft 0 in,72,247,4.87,30,24,112,7.08,4.26,JAX,LB,LB,3,92
2000MarvSmit,2000,Marvel Smith,OT,Arizona State,6 ft 5 in,77,320,5.37,27.5,24,100,7.87,4.83,PIT,T,T,2,38
2000TerrSmit,2000,Terrelle Smith,FB,Arizona State,6 ft 0 in,72,249,5,32.5,19,109,8.38,4.85,NOR,FB,FB,4,96
2000DaveStac,2000,Dave Stachelski,TE,Boise State,6 ft 3 in,75,250,4.78,38,24,115,6.84,4.14,NWE,TE,TE,5,141
2000ShyrStit,2000,Shyrone Stith,RB,Virginia Tech,5 ft 7 in,67,204,4.6,35,13,111,7.14,4.14,JAX,RB,RB,7,243
2000MarkTaus,2000,Mark Tauscher,OG,Wisconsin,6 ft 3 in,75,318,5.37,27,22,90,7.91,4.84,GNB,T,T,7,224
2000MichThom,2000,Michael Thompson,OT,Tennessee State,6 ft 4 in,76,305,5.28,26,16,104,7.99,4.73,ATL,T,T,4,100
2000TravTill,2000,Travares Tillman,S,Georgia Tech,6 ft 1 in,73,194,4.6,37.5,15,123,6.95,4.29,BUF,DB,DB,2,58
2000Mao Tosi,2000,Mao Tosi,DT,Idaho,6 ft 5 in,77,310,5.26,28.5,19,99,7.72,4.6,ARI,DT,DT,5,136
2000JeffUlbr,2000,Jeff Ulbrich,ILB,Hawaii,6 ft 0 in,72,249,4.65,32,24,109,7.23,4.3,SFO,LB,LB,3,86
2000BriaUrla,2000,Brian Urlacher,OLB,New Mexico,6 ft 4 in,76,258,4.59,34,27,122,6.94,4.18,CHI,LB,LB,1,9
2000DarrVaug,2000,Darrick Vaughn,CB,Texas State,5 ft 11 in,71,196,4.53,36.5,14,121,7.09,4.16,ATL,DB,DB,7,211
2000ToddWade,2000,Todd Wade,OT,Mississippi,6 ft 8 in,80,326,5.22,27.5,29,101,7.68,4.68,MIA,T,T,2,53
2000StevWarr,2000,Steve Warren,DT,Nebraska,6 ft 1 in,73,307,5.1,30.5,29,105,7.97,4.56,GNB,DT,DT,3,74
2000JasoWebs,2000,Jason Webster,CB,Texas A&M,5 ft 9 in,69,180,4.42,35.5,17,122,6.76,3.98,SFO,DB,DB,2,48
2000DameWhee,2000,Damen Wheeler,CB,Colorado,5 ft 9 in,69,179,4.51,35,11,115,7.21,4.27,SDG,DB,DB,6,203
2000BobbWill,2000,Bobbie Williams,OT,Arkansas,6 ft 4 in,76,332,5.26,29,28,97,7.78,4.72,PHI,G,G,2,61
2000BriaYoun,2000,Brian Young,DE,Texas-El Paso,6 ft 2 in,74,278,4.94,29.5,27,106,7.2,4.47,STL,DT,DT,5,139
2001WillAlle,2001,Will Allen,CB,Syracuse,5 ft 10 in,70,192,4.44,39.5,14,121,6.78,3.9,NYG,DB,DB,1,22
2001BillBabe,2001,Billy Baber,TE,Virginia,6 ft 4 in,76,255,4.76,33,22,106,7.12,4.19,KAN,TE,TE,5,141
2001JeffBack,2001,Jeff Backus,OT,Michigan,6 ft 5 in,77,310,5.37,27,25,99,8.27,4.67,DET,T,T,1,18
2001IdreBash,2001,Idrees Bashir,S,Memphis,6 ft 2 in,74,206,4.56,40,22,126,7.14,4.2,IND,DB,DB,2,37
2001MontBeis,2001,Monty Beisel,DE,Kansas State,6 ft 4 in,76,270,4.83,34.5,25,110,7.32,4.28,KAN,LB,LB,4,107
2001KendBell,2001,Kendrell Bell,ILB,Georgia,6 ft 1 in,73,234,4.64,38.5,24,124,7.25,4.5,PIT,LB,LB,2,39
2001HaroBlac,2001,Harold Blackmon,CB,Northwestern,5 ft 11 in,71,210,4.54,37,17,121,7.03,4.28,SEA,DB,DB,7,210
2001DerrBlay,2001,Derrick Blaylock,RB,Stephen F. Austin,5 ft 10 in,70,194,4.36,35.5,18,119,7.05,4.09,KAN,RB,RB,5,150
2001KyleVand,2001,Kyle Vanden Bosch,DE,Nebraska,6 ft 4 in,76,270,4.75,36.5,26,119,6.82,4.08,ARI,DE,DE,2,34
2001SeanBrew,2001,Sean Brewer,TE,San Jose State,6 ft 4 in,76,255,4.73,36,14,117,7.37,4.18,CIN,TE,TE,3,66
2001CorrBuck,2001,Correll Buckhalter,RB,Nebraska,6 ft 0 in,72,226,4.53,40,11,123,7.08,4.06,PHI,RB,RB,4,121
2001JeraButl,2001,Jerametrius Butler,CB,Kansas State,5 ft 10 in,70,173,4.57,36,11,121,7.22,4.4,STL,DB,DB,5,145
2001RobeCars,2001,Robert Carswell,S,Clemson,6 ft 0 in,72,214,4.59,34,21,106,7.14,4.18,SDG,DB,DB,7,244
2001QuinCave,2001,Quinton Caver,ILB,Arkansas,6 ft 4 in,76,227,4.67,37.5,23,118,7.66,4.25,PHI,LB,LB,2,55
2001PatrChuk,2001,Patrick Chukwurah,OLB,Wyoming,6 ft 2 in,74,238,4.77,40,24,119,7.34,4.21,MIN,LB,LB,5,157
2001DereComb,2001,Derek Combs,RB,Ohio State,6 ft 0 in,72,193,4.42,35,8,120,6.96,4.07,OAK,DB,DB,7,228
2001JameCook,2001,Jameel Cook,FB,Illinois,5 ft 10 in,70,226,4.8,29.5,17,108,7.55,4.38,TAM,FB,FB,6,174
2001ChriCoop,2001,Chris Cooper,DE,Nebraska-Omaha,6 ft 5 in,77,272,4.95,35.5,24,114,7.12,4.21,OAK,DT,DT,6,184
2001RickCrow,2001,Rick Crowell,OLB,Colorado State,6 ft 3 in,75,242,5.03,31.5,19,109,7.54,4.35,MIA,LB,LB,6,188
2001AlgeCrum,2001,Alge Crumpler,TE,North Carolina,6 ft 2 in,74,266,4.76,34,22,112,7.38,4.43,ATL,TE,TE,2,35
2001LeonDavi,2001,Leonard Davis,OT,Texas,6 ft 6 in,78,370,5.32,28,33,97,8.72,5.18,ARI,T,T,1,2
2001EnniDavi,2001,Ennis Davis,DT,USC,6 ft 4 in,76,302,5.1,27.5,23,99,7.98,4.87,NOR,DT,DT,7,221
2001RickDeMu,2001,Rick DeMulling,OG,Idaho,6 ft 4 in,76,307,5.24,31.5,32,108,7.62,4.6,IND,G,G,7,220
2001ShawDrap,2001,Shawn Draper,OG,Alabama,6 ft 3 in,75,303,5.3,32,17,106,8.1,4.77,MIA,T,T,5,156
2001HeatEvan,2001,Heath Evans,FB,Auburn,6 ft 0 in,72,246,4.56,34.5,30,111,7.3,4.24,SEA,FB,FB,3,82
2001DaunFing,2001,Dauntae' Finger,TE,North Carolina,6 ft 4 in,76,262,5.09,33.5,15,103,7.95,4.59,TAM,TE,TE,7,205
2001KynaForn,2001,Kynan Forney,OG,Hawaii,6 ft 2 in,74,312,5.28,27,23,97,8.56,4.7,ATL,G,G,7,219
2001CurtFull,2001,Curtis Fuller,S,TCU,5 ft 10 in,70,186,4.45,36,18,114,7.2,4.21,SEA,DB,DB,4,127
2001RobeGarz,2001,Roberto Garza,C,Texas A&M-Kingsville,6 ft 2 in,74,303,5,32.5,37,114,7.71,4.53,ATL,G,G,4,99
2001JasoGlen,2001,Jason Glenn,OLB,Texas A&M,6 ft 1 in,73,236,4.94,36,14,115,7.16,4.31,DET,LB,LB,6,173
2001MorlGree,2001,Morlon Greenwood,OLB,Syracuse,6 ft 0 in,72,237,4.69,33.5,21,112,7.62,4.08,MIA,LB,LB,3,88
2001Ben Hami,2001,Ben Hamilton,C,Minnesota,6 ft 5 in,77,303,5.26,33.5,17,106,7.62,4.62,DEN,G,G,4,113
2001ReggHayw,2001,Reggie Hayward,DE,Iowa State,6 ft 5 in,77,255,4.91,41,21,127,7.43,4.43,DEN,DE,DE,3,87
2001JamiHend,2001,Jamie Henderson,CB,Georgia,6 ft 1 in,73,202,4.48,40.5,10,125,6.9,4.12,NYJ,DB,DB,4,101
2001AnthHenr,2001,Anthony Henry,CB,South Florida,6 ft 1 in,73,198,4.6,41,15,126,6.9,4.2,CLE,DB,DB,4,97
2001RenaHill,2001,Renaldo Hill,CB,Michigan State,5 ft 11 in,71,178,4.68,35.5,10,116,7.07,4.18,ARI,DB,DB,7,202
2001RussHoch,2001,Russ Hochstein,OG,Nebraska,6 ft 3 in,75,300,5.4,26.5,16,95,7.85,4.69,TAM,C,C,5,151
2001JabaHoll,2001,Jabari Holloway,TE,Notre Dame,6 ft 2 in,74,253,4.91,38.5,20,113,7.14,4.4,NWE,TE,TE,4,119
2001MensHoll,2001,Menson Holloway,DE,Texas-El Paso,6 ft 2 in,74,284,4.9,34.5,19,111,7.54,4.43,SFO,DE,DE,6,191
2001RashHolm,2001,Rashad Holman,CB,Louisville,5 ft 11 in,71,186,4.58,42,6,129,7.09,3.85,SFO,DB,DB,6,179
2001JohnHowe,2001,John Howell,S,Colorado State,6 ft 0 in,72,204,4.64,37,14,121,6.87,4.12,TAM,DB,DB,4,117
2001MichJame,2001,Michael Jameson,S,Texas A&M,5 ft 11 in,71,186,4.5,34.5,9,118,7.13,4.2,CLE,DB,DB,6,165
2001KrisJenk,2001,Kris Jenkins,DT,Maryland,6 ft 5 in,77,318,5.19,31,33,108,7.85,4.4,CAR,DT,DT,2,44
2001JonaJenn,2001,Jonas Jennings,OT,Georgia,6 ft 4 in,76,334,5.31,29.5,31,102,8.08,4.93,BUF,T,T,3,95
2001RudiJohn,2001,Rudi Johnson,RB,Auburn,5 ft 10 in,70,227,4.57,37.5,24,119,7.32,4.22,CIN,RB,RB,4,100
2001EricKell,2001,Eric Kelly,CB,Kentucky,5 ft 10 in,70,199,4.46,36,15,120,7.24,4.18,MIN,DB,DB,3,69
2001RossKolo,2001,Ross Kolodziej,DE,Wisconsin,6 ft 3 in,75,290,4.87,34.5,25,111,7.37,4.36,NYG,DT,DT,7,230
2001MattLehr,2001,Matt Lehr,OG,Virginia Tech,6 ft 2 in,74,290,5.28,31.5,28,111,7.59,4.44,DAL,C,C,5,137
2001VictLeyv,2001,Victor Leyva,OG,Arizona State,6 ft 3 in,75,313,5.33,30,37,105,8,4.73,CIN,G,G,5,135
2001MarlMcCr,2001,Marlon McCree,S,Kentucky,5 ft 11 in,71,197,4.62,38,10,117,7.36,4.1,JAX,DB,DB,7,233
2001KareMcKe,2001,Kareem McKenzie,OT,Penn State,6 ft 6 in,78,328,5.33,33,20,104,7.87,4.8,NYJ,T,T,3,79
2001ShadMeie,2001,Shad Meier,TE,Kansas State,6 ft 5 in,77,256,4.85,34,20,113,7.14,4.15,TEN,TE,TE,3,90
2001DwayMiss,2001,Dwayne Missouri,DE,Northwestern,6 ft 5 in,77,258,5.03,38,21,116,7.5,4.4,BAL,DE,DE,7,231
2001LeonMyer,2001,Leonard Myers,CB,Miami (FL),5 ft 10 in,70,190,4.65,37,13,120,7.21,4.16,NWE,DB,DB,6,200
2001MathNkwe,2001,Mathias Nkwenti,OG,Temple,6 ft 3 in,75,293,5.57,35.5,29,113,7.66,4.18,PIT,T,T,4,111
2001DennNorm,2001,Dennis Norman,OG,Princeton,6 ft 4 in,76,305,5.16,35,25,107,8.08,4.72,SEA,C,C,7,222
2001MoraNorr,2001,Moran Norris,FB,Kansas,6 ft 1 in,73,250,4.63,31,37,114,7.56,4.5,NOR,FB,FB,4,115
2001Dan O'Le,2001,Dan O'Leary,TE,Notre Dame,6 ft 4 in,76,252,5.02,32,16,113,7.4,4.31,BUF,TE,TE,6,195
2001ChukOkob,2001,Chukky Okobi,C,Purdue,6 ft 1 in,73,316,5.27,32.5,24,103,7.87,4.61,PIT,C,C,5,146
2001DomiRaio,2001,Dominic Raiola,C,Nebraska,6 ft 2 in,74,307,5.13,33,29,108,7.55,4.35,DET,C,C,2,50
2001MikeRobe,2001,Mike Roberg,TE,Idaho,6 ft 4 in,76,256,4.75,34.5,16,117,7.28,4.4,CAR,TE,TE,7,227
2001BernRobe,2001,Bernard Robertson,OG,Tulane,6 ft 3 in,75,308,5.24,30,19,106,8.06,4.58,CHI,T,T,5,138
2001CedrScot,2001,Cedric Scott,DE,Southern Miss,6 ft 6 in,78,281,4.86,35.5,23,107,7.67,4.37,NYG,DE,DE,4,114
2001ElliSilv,2001,Elliot Silvers,OT,Washington,6 ft 7 in,79,348,5.43,31.5,19,99,7.81,4.66,SDG,T,T,5,132
2001BranSpoo,2001,Brandon Spoon,ILB,North Carolina,6 ft 2 in,74,245,4.75,35.5,33,110,7.3,4.15,BUF,LB,LB,4,110
2001MarcStro,2001,Marcus Stroud,DT,Georgia,6 ft 6 in,78,321,5.13,30,21,110,8.07,4.72,JAX,DT,DT,1,13
2001MarqSull,2001,Marques Sullivan,OT,Illinois,6 ft 5 in,77,338,5.32,30.5,28,98,8.36,4.8,BUF,G,G,5,144
2001Joe Tafo,2001,Joe Tafoya,DE,Arizona,6 ft 4 in,76,269,4.91,33,28,111,7.65,4.4,TAM,DE,DE,7,234
2001AnthThom,2001,Anthony Thomas,RB,Michigan,6 ft 2 in,74,229,4.58,32.5,20,115,7.48,4.44,CHI,RB,RB,2,38
2001LaDaToml,2001,LaDainian Tomlinson,RB,TCU,5 ft 10 in,70,221,4.46,40.5,18,124,6.84,4.21,SDG,RB,RB,1,5
2001KenyWalk,2001,Kenyatta Walker,OT,Florida,6 ft 5 in,77,311,5.17,31.5,24,109,7.7,4.6,TAM,T,T,1,14
2001ChadWard,2001,Chad Ward,OG,Washington,6 ft 4 in,76,321,5.23,32.5,26,99,7.98,4.9,JAX,G,G,6,170
2001EricWest,2001,Eric Westmoreland,OLB,Tennessee,6 ft 0 in,72,236,4.63,36.5,21,115,7.47,4.21,JAX,LB,LB,3,73
2001BrocWill,2001,Brock Williams,CB,Notre Dame,5 ft 10 in,70,183,4.46,42.5,11,130,6.7,4.21,NWE,DB,DB,3,86
2001LouiWill,2001,Louis Williams,OG,LSU,6 ft 4 in,76,299,5.48,28.5,25,103,7.86,4.67,CAR,C,C,7,211
2001ShawWort,2001,Shawn Worthen,DT,TCU,6 ft 1 in,73,310,5.18,30,23,103,7.5,4.61,MIN,DT,DT,4,130
2002BriaAlle,2002,Brian Allen,RB,Stanford,5 ft 9 in,69,209,4.46,33,19,112,6.9,4.08,IND,RB,RB,6,204
2002JameAlle,2002,James Allen,OLB,Oregon State,6 ft 3 in,75,240,4.62,38,24,126,7.59,4.21,NOR,LB,LB,3,82
2002MattAnde,2002,Matt Anderle,OT,Minnesota,6 ft 6 in,78,327,5.5,29,26,104,7.99,4.8,SDG,T,T,6,178
2002AkinAyod,2002,Akin Ayodele,OLB,Purdue,6 ft 2 in,74,257,4.81,35,26,121,7,4.12,JAX,LB,LB,3,89
2002ClenBall,2002,Clenton Ballard,DT,Texas State,6 ft 2 in,74,313,5.18,26.5,24,93,7.47,4.64,JAX,DT,DT,6,180
2002JustBann,2002,Justin Bannan,DT,Colorado,6 ft 3 in,75,300,5,29,24,99,7.31,4.24,BUF,DT,DT,5,139
2002JarrBaxt,2002,Jarrod Baxter,FB,New Mexico,6 ft 1 in,73,245,4.7,32.5,23,116,7.1,4.27,HOU,FB,FB,5,136
2002ChadBeas,2002,Chad Beasley,DT,Virginia Tech,6 ft 5 in,77,303,5.15,31.5,27,104,7.75,4.6,MIN,T,T,7,218
2002KeviBent,2002,Kevin Bentley,OLB,Northwestern,6 ft 0 in,72,243,4.68,39,23,120,6.71,3.83,CLE,LB,LB,4,101
2002RockBern,2002,Rocky Bernard,DT,Texas A&M,6 ft 3 in,75,294,4.96,33,30,108,7.43,4.41,SEA,DT,DT,5,146
2002LadeBett,2002,Ladell Betts,RB,Iowa,5 ft 10 in,70,220,4.62,38,23,116,7.06,4.06,WAS,RB,RB,2,56
2002TerrBier,2002,Terreal Bierria,S,Georgia,6 ft 3 in,75,216,4.61,36,18,130,6.93,4.1,SEA,DB,DB,4,120
2002RockBoim,2002,Rocky Boiman,OLB,Notre Dame,6 ft 4 in,76,242,4.6,35,17,122,6.86,4.05,TEN,LB,LB,4,133
2002RaheBroc,2002,Raheem Brock,DE,Temple,6 ft 4 in,76,257,4.93,34,25,115,7.09,4.23,PHI,DE,DE,7,238
2002ShelBrow,2002,Sheldon Brown,CB,South Carolina,5 ft 10 in,70,196,4.47,36.5,15,120,7,4.24,PHI,DB,DB,2,59
2002PeteCamp,2002,Pete Campion,OG,North Dakota State,6 ft 4 in,76,307,5.26,25.5,30,88,7.96,4.81,CAR,G,G,7,213
2002RockCart,2002,Rock Cartwright,RB,Kansas State,5 ft 8 in,68,237,4.47,35,30,116,7.18,4.25,WAS,FB,FB,7,257
2002MarcColo,2002,Marc Colombo,OT,Boston Col.,6 ft 8 in,80,313,5.27,29.5,30,101,7.65,4.6,CHI,T,T,1,29
2002KeviCurt,2002,Kevin Curtis,S,Texas Tech,6 ft 2 in,74,212,4.53,37.5,24,124,6.75,3.88,SFO,DB,DB,4,127
2002DorsDavi,2002,Dorsett Davis,DT,Mississippi State,6 ft 5 in,77,304,5,31,30,109,7.83,4.67,DEN,DE,DE,3,96
2002RyanDenn,2002,Ryan Denney,DE,BYU,6 ft 7 in,79,276,4.86,33,36,107,7.18,4.25,BUF,DE,DE,2,61
2002NateDwye,2002,Nate Dwyer,DT,Kansas,6 ft 3 in,75,313,5.1,31,27,103,7.57,4.41,ARI,DT,DT,4,113
2002OmarEasy,2002,Omar Easy,FB,Penn State,6 ft 1 in,73,244,4.53,40,21,123,7.25,4.12,KAN,FB,FB,4,107
2002DemaFagg,2002,Demarcus Faggins,CB,Kansas State,5 ft 10 in,70,178,4.57,36.5,3,121,6.64,3.92,HOU,DB,DB,6,173
2002ToniFono,2002,Toniu Fonoti,OG,Nebraska,6 ft 4 in,76,349,5.49,28.5,32,97,8.12,4.81,SDG,G,G,2,39
2002DeShFost,2002,DeShaun Foster,RB,UCLA,6 ft 1 in,73,222,4.57,35.5,20,119,6.82,4.16,CAR,RB,RB,2,34
2002MelvFowl,2002,Melvin Fowler,C,Maryland,6 ft 3 in,75,300,5.46,27,32,99,7.51,4.6,CLE,C,C,3,76
2002EddiFree,2002,Eddie Freeman,DT,Ala-Birmingham,6 ft 5 in,77,310,4.91,34.5,32,111,7.85,4.81,KAN,DE,DE,2,43
2002ScotFuji,2002,Scott Fujita,OLB,California,6 ft 5 in,77,248,4.64,42,20,122,7.09,4.21,KAN,LB,LB,5,143
2002LaVaGlov,2002,LaVar Glover,CB,Cincinnati,5 ft 9 in,69,177,4.59,37,11,117,7.18,4.29,PIT,DB,DB,7,212
2002CharGran,2002,Charles Grant,DE,Georgia,6 ft 3 in,75,282,4.69,31,24,118,7.69,4.39,NOR,DE,DE,1,25
2002CarlHall,2002,Carlos Hall,DE,Arkansas,6 ft 4 in,76,259,4.67,40,20,129,6.97,4.19,TEN,DE,DE,7,240
2002RyanHann,2002,Ryan Hannam,TE,New Mexico,6 ft 2 in,74,251,4.69,30.5,18,113,7.07,4.21,SEA,TE,TE,5,169
2002NapoHarr,2002,Napoleon Harris,OLB,Northwestern,6 ft 3 in,75,253,4.55,34,27,115,7.15,4.44,OAK,LB,LB,1,23
2002VerrHayn,2002,Verron Haynes,FB,Georgia,5 ft 10 in,70,224,4.78,31.5,25,117,7.27,4.08,PIT,RB,RB,5,166
2002KeitHein,2002,Keith Heinrich,TE,SMU,6 ft 5 in,77,255,4.77,35,21,120,6.87,4.1,CAR,TE,TE,6,174
2002EricHeit,2002,Eric Heitmann,OG,Stanford,6 ft 4 in,76,305,5.22,28,33,103,7.56,4.6,SFO,G,G,7,239
2002JohnHend,2002,John Henderson,DT,Tennessee,6 ft 7 in,79,308,4.87,27.5,24,110,7.71,4.66,JAX,DT,DT,1,9
2002LeonHenr,2002,Leonard Henry,RB,East Carolina,6 ft 1 in,73,206,4.57,35,26,113,7.11,4.29,MIA,RB,RB,7,241
2002CharHill,2002,Charles Hill,DT,Maryland,6 ft 2 in,74,293,5.06,33.5,23,113,7.37,4.36,HOU,DT,DT,3,83
2002MattHill,2002,Matt Hill,OT,Boise State,6 ft 6 in,78,300,5.33,28.5,20,101,7.58,4.54,SEA,T,T,5,171
2002DennJohn,2002,Dennis Johnson,DE,Kentucky,6 ft 5 in,77,258,4.82,35.5,17,119,7.21,4.36,ARI,DE,DE,3,98
2002KyleJohn,2002,Kyle Johnson,FB,Syracuse,6 ft 1 in,73,242,4.74,34,22,119,7.4,4.35,CAR,RB,RB,5,145
2002DougJoll,2002,Doug Jolley,TE,BYU,6 ft 4 in,76,251,4.6,38,18,117,6.9,4.18,OAK,TE,TE,2,55
