player_id,year,player_name,position_combine,School,height(1),Height(inches),weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,nfl_team,position_nfl,position_nfl_standard,draft_round,draft_pick
2002TerrJone,2002,Terry Jones,TE,Alabama,6 ft 3 in,75,265,4.79,33.5,20,111,7.43,4.43,BAL,TE,TE,5,155
2002BretKeis,2002,Brett Keisel,DE,BYU,6 ft 5 in,77,279,4.89,33.5,26,107,7.28,4.51,PIT,DE,DE,7,242
2002KyleKosi,2002,Kyle Kosier,OT,Arizona State,6 ft 5 in,77,293,5.09,29.5,24,108,7.34,4.49,SFO,G,G,7,248
2002Ben Lebe,2002,Ben Leber,OLB,Kansas State,6 ft 3 in,75,244,4.62,32.5,20,114,6.75,4.25,SDG,LB,LB,3,71
2002MichLewi,2002,Michael Lewis,S,Colorado,6 ft 1 in,73,211,4.6,36.5,16,122,6.96,4.14,PHI,DB,DB,2,58
2002AndrLott,2002,Andre Lott,CB,Tennessee,5 ft 10 in,70,194,4.48,36.5,15,119,7.1,4.01,WAS,DB,DB,5,159
2002OmarLowe,2002,Omare Lowe,CB,Washington,6 ft 1 in,73,196,4.58,35.5,12,118,6.65,3.97,MIA,DB,DB,5,161
2002ChriLuza,2002,Chris Luzar,TE,Virginia,6 ft 7 in,79,270,4.76,32.5,22,115,6.84,4.17,JAX,TE,TE,4,118
2002WeslMall,2002,Wesly Mallard,S,Oregon,6 ft 2 in,74,221,4.49,41,22,122,6.81,4.07,NYG,LB,LB,6,188
2002JamaMart,2002,Jamar Martin,FB,Ohio State,5 ft 11 in,71,245,4.89,32,23,108,7.53,4.34,DAL,FB,FB,4,129
2002Jon McGr,2002,Jon McGraw,S,Kansas State,6 ft 3 in,75,208,4.5,39.5,13,126,6.51,3.92,NYJ,DB,DB,2,57
2002SethMcKi,2002,Seth McKinney,C,Texas A&M,6 ft 3 in,75,300,4.97,33.5,23,105,7.36,4.51,MIA,C,C,3,90
2002RandMcMi,2002,Randy McMichael,TE,Georgia,6 ft 3 in,75,247,4.88,29.5,18,112,7.58,4.28,MIA,TE,TE,4,114
2002Mel Mitc,2002,Mel Mitchell,S,Western Kentucky,6 ft 1 in,73,220,4.55,35,15,128,7,4.15,NOR,DB,DB,5,150
2002QuinMonk,2002,Quincy Monk,ILB,North Carolina,6 ft 3 in,75,250,4.82,33.5,26,113,7.48,4.38,NYG,LB,LB,7,245
2002DerrMonr,2002,Derrius Monroe,DE,Virginia Tech,6 ft 4 in,76,269,4.56,31.5,25,111,7.38,4.51,NOR,DE,DE,7,224
2002WillOver,2002,Will Overstreet,DE,Tennessee,6 ft 3 in,75,259,4.65,32.5,21,116,7.37,4.31,ATL,LB,LB,3,80
2002AntoPale,2002,Anton Palepoi,DE,UNLV,6 ft 3 in,75,279,4.81,33.5,24,114,7.46,4.27,SEA,DE,DE,2,60
2002JustPeel,2002,Justin Peelle,TE,Oregon,6 ft 4 in,76,255,4.75,29,21,110,7.34,4.29,SDG,TE,TE,4,103
2002ScotPete,2002,Scott Peters,C,Arizona State,6 ft 3 in,75,300,5.07,33.5,36,97,7.68,4.69,PHI,C,C,4,124
2002AdriPete,2002,Adrian Peterson,RB,Georgia Southern,5 ft 10 in,70,214,4.68,34,14,119,7.59,4.6,CHI,RB,RB,6,199
2002NickRoge,2002,Nick Rogers,OLB,Georgia Tech,6 ft 2 in,74,251,4.73,36,22,117,7.02,4.19,MIN,LB,LB,6,177
2002VictRoge,2002,Victor Rogers,OG,Colorado,6 ft 6 in,78,331,5.57,25,20,93,9,5.16,DET,T,T,7,259
2002RobeRoya,2002,Robert Royal,TE,LSU,6 ft 5 in,77,253,4.97,31,14,114,7.37,4.27,WAS,TE,TE,5,160
2002JoshScob,2002,Josh Scobey,RB,Kansas State,5 ft 11 in,71,218,4.42,40.5,21,124,6.96,3.93,ARI,RB,RB,6,185
2002GregScot,2002,Greg Scott,DE,Kansas State,6 ft 4 in,76,268,4.9,32.5,26,110,7.5,4.61,WAS,DE,DE,7,234
2002KendSimm,2002,Kendall Simmons,OG,Auburn,6 ft 3 in,75,311,5.3,28.5,24,98,7.84,4.71,PIT,G,G,1,30
2002RaonSmit,2002,Raonall Smith,OLB,Washington State,6 ft 2 in,74,244,4.53,42,26,125,7.1,4.11,MIN,LB,LB,2,38
2002JohnStam,2002,John Stamper,DE,South Carolina,6 ft 4 in,76,265,4.98,36.5,24,112,7.35,4.22,TAM,DE,DE,6,193
2002Ben Tayl,2002,Ben Taylor,ILB,Virginia Tech,6 ft 2 in,74,236,4.83,35.5,19,120,6.56,4.09,CLE,LB,LB,4,111
2002RobeThom,2002,Robert Thomas,OLB,UCLA,6 ft 0 in,72,229,4.51,34,21,116,7.21,4.1,STL,LB,LB,1,31
2002DaviThor,2002,David Thornton,OLB,North Carolina,6 ft 2 in,74,236,4.62,35.5,26,117,6.93,4.09,IND,LB,LB,4,106
2002LangWalk,2002,Langston Walker,OT,California,6 ft 8 in,80,344,5.26,28.5,21,102,8.09,4.95,OAK,T,T,2,53
2002FredWear,2002,Fred Weary,C,Tennessee,6 ft 4 in,76,308,5.37,32,34,104,7.68,4.63,HOU,G,G,3,66
2002AnthWeav,2002,Anthony Weaver,DT,Notre Dame,6 ft 3 in,75,296,4.95,32.5,24,109,7.37,4.31,BAL,DE,DE,2,52
2002DantWesl,2002,Dante Wesley,CB,Ark-Pine Bluff,6 ft 1 in,73,211,4.43,35,15,116,7.25,4.22,CAR,DB,DB,4,100
2002TankWill,2002,Tank Williams,S,Stanford,6 ft 2 in,74,222,4.46,38.5,19,125,6.78,3.93,TEN,DB,DB,2,45
2002Coy Wire,2002,Coy Wire,S,Stanford,6 ft 0 in,72,209,4.56,38.5,28,120,6.62,3.87,BUF,DB,DB,3,97
2002TracWist,2002,Tracey Wistrom,TE,Nebraska,6 ft 4 in,76,245,4.92,33.5,17,116,7.09,4.1,TAM,TE,TE,7,250
2002WillWith,2002,Will Witherspoon,OLB,Georgia,6 ft 1 in,73,231,4.68,38,25,122,7.09,4.21,CAR,LB,LB,3,73
2003KhalAbdu,2003,Khalid Abdullah,OLB,Mars Hill,6 ft 2 in,74,227,4.61,36.5,26,126,7.13,4.25,CIN,LB,LB,5,136
2003NickBarn,2003,Nick Barnett,OLB,Oregon State,6 ft 2 in,74,236,4.67,34.5,32,123,7,4.08,GNB,LB,LB,1,29
2003SoloBate,2003,Solomon Bates,ILB,Arizona State,6 ft 1 in,73,243,4.89,30,19,112,7.23,4.34,SEA,LB,LB,4,135
2003TyleBray,2003,Tyler Brayton,DE,Colorado,6 ft 6 in,78,277,4.73,34,25,116,7.14,4.31,OAK,DE,DE,1,32
2003JereBrid,2003,Jeremy Bridges,OG,Southern Miss,6 ft 4 in,76,301,5.38,28.5,25,96,8.12,4.77,PHI,G,G,6,185
2003ChriBrow,2003,Chris Brown,S,Ala-Birmingham,6 ft 0 in,72,195,4.59,35.5,15,126,7.05,4.13,TEN,RB,RB,3,93
2003CurrBurn,2003,Curry Burns,S,Louisville,6 ft 0 in,72,216,4.56,36,19,120,7.04,4.16,HOU,DB,DB,7,217
2003Dan Curl,2003,Dan Curley,TE,East. Washington,6 ft 4 in,76,254,4.63,35.5,17,118,7.47,4.53,STL,FB,FB,5,148
2003ChriDavi,2003,Chris Davis,FB,Syracuse,5 ft 11 in,71,235,4.56,38.5,21,116,7.25,4.37,SEA,FB,FB,5,165
2003DaviDieh,2003,David Diehl,OG,Illinois,6 ft 6 in,78,310,5.26,28,22,96,8.1,4.97,NYG,G,G,5,160
2003BranDrum,2003,Brandon Drumm,FB,Colorado,6 ft 1 in,73,233,4.71,32.5,21,113,7.18,4.29,DET,RB,RB,7,236
2003MakoFrei,2003,Makoa Freitas,OG,Arizona,6 ft 4 in,76,307,5.05,24.5,36,95,8.24,4.92,IND,T,T,6,208
2003BranGree,2003,Brandon Green,DE,Rice,6 ft 2 in,74,267,4.78,32,19,105,7.23,4.32,JAX,DE,DE,6,176
2003JustGrif,2003,Justin Griffith,FB,Mississippi State,5 ft 11 in,71,232,4.59,32,29,113,7.73,4.68,ATL,FB,FB,4,121
2003DeJuGroc,2003,DeJuan Groce,CB,Nebraska,5 ft 10 in,70,192,4.49,36,18,118,6.82,4,STL,DB,DB,4,107
2003JordGros,2003,Jordan Gross,OT,Utah,6 ft 4 in,76,300,5.05,31.5,28,112,7.69,4.39,CAR,T,T,1,8
2003MariHagg,2003,Mario Haggan,ILB,Mississippi State,6 ft 3 in,75,252,4.88,33,21,110,7.55,4.46,BUF,LB,LB,7,228
2003Ken Haml,2003,Ken Hamlin,S,Arkansas,6 ft 2 in,74,209,4.61,33,16,117,6.8,3.92,SEA,DB,DB,2,42
2003VictHobs,2003,Victor Hobson,ILB,Michigan,6 ft 0 in,72,252,4.86,33,29,117,7.26,4.33,NYJ,LB,LB,2,53
2003TerrHolt,2003,Terrence Holt,S,North Carolina State,6 ft 2 in,74,208,4.55,34.5,13,122,6.99,4.03,DET,DB,DB,5,137
2003AaroHunt,2003,Aaron Hunt,DE,Texas Tech,6 ft 2 in,74,267,4.86,30,24,106,7.68,4.52,DEN,DE,DE,6,194
2003WaynHunt,2003,Wayne Hunter,OT,Hawaii,6 ft 6 in,78,303,5.08,31,37,104,7.72,4.57,SEA,T,T,3,73
2003AlonJack,2003,Alonzo Jackson,DE,Florida State,6 ft 4 in,76,266,4.86,37,14,114,7.69,4.5,PIT,LB,LB,2,59
2003JarrJohn,2003,Jarret Johnson,DT,Alabama,6 ft 3 in,75,284,5.07,28.5,21,107,7.72,4.58,BAL,DE,DE,4,109
2003ToddJohn,2003,Todd Johnson,S,Florida,6 ft 1 in,73,206,4.56,33.5,19,117,7.01,4.19,CHI,DB,DB,4,100
2003TerrKiel,2003,Terrence Kiel,S,Texas A&M,5 ft 11 in,71,204,4.46,38,16,127,6.88,3.96,SDG,DB,DB,2,62
2003AustKing,2003,Austin King,C,Northwestern,6 ft 4 in,76,299,5.42,28,20,106,7.99,4.73,TAM,C,C,4,133
2003KennKing,2003,Kenny King,DE,Alabama,6 ft 3 in,75,281,4.95,35,25,114,7.5,4.37,ARI,DE,DE,5,141
2003Dan Klec,2003,Dan Klecko,DT,Temple,5 ft 11 in,71,283,4.94,33.5,26,111,7.52,4.43,NWE,DT,DT,4,117
2003ScotKooi,2003,Scott Kooistra,OT,North Carolina State,6 ft 6 in,78,316,5.14,31,28,103,7.95,4.62,CIN,T,T,7,215
2003Dan Kopp,2003,Dan Koppen,C,Boston Col.,6 ft 3 in,75,297,5.43,28.5,27,101,8.26,4.56,NWE,C,C,5,164
2003DonaLee,2003,Donald Lee,TE,Mississippi State,6 ft 3 in,75,249,4.82,39,26,120,7.42,4.42,MIA,TE,TE,5,156
2003JameLee,2003,James Lee,DT,Oregon State,6 ft 4 in,76,327,4.98,30,23,106,7.78,4.69,GNB,DT,DT,5,147
2003MichLeha,2003,Michael Lehan,CB,Minnesota,6 ft 0 in,72,196,4.48,34.5,13,119,6.95,4.15,CLE,DB,DB,5,152
2003NormLeJe,2003,Norman LeJeune,S,LSU,6 ft 0 in,72,200,4.65,33.5,11,115,7.42,4.21,PHI,DB,DB,7,244
2003SeanMaha,2003,Sean Mahan,OG,Notre Dame,6 ft 3 in,75,301,5.14,30,30,105,7.75,4.77,TAM,G,G,5,168
2003RickMann,2003,Ricky Manning,CB,UCLA,5 ft 9 in,69,185,4.52,36.5,12,117,7.11,4.17,CAR,DB,DB,3,82
2003VincManu,2003,Vince Manuwai,OG,Hawaii,6 ft 2 in,74,304,5.06,29.5,27,107,7.59,4.4,JAX,G,G,3,72
2003RashMath,2003,Rashean Mathis,S,Bethune-Cookman,6 ft 1 in,73,202,4.45,38.5,22,123,7.09,4.17,JAX,DB,DB,2,39
2003TerrMcGe,2003,Terrence McGee,CB,NW State (LA),5 ft 10 in,70,201,4.57,37,15,126,6.88,4.09,BUF,DB,DB,4,111
2003HaniMill,2003,Hanik Milligan,S,Houston,6 ft 2 in,74,201,4.52,36.5,9,130,7.11,4.18,SDG,DB,DB,6,188
2003ClinMitc,2003,Clint Mitchell,DE,Florida,6 ft 7 in,79,257,4.93,34.5,16,115,7.36,4.39,DEN,DE,DE,7,227
2003KawiMitc,2003,Kawika Mitchell,ILB,South Florida,6 ft 1 in,73,253,4.69,37,25,117,7.32,4.24,KAN,LB,LB,2,47
2003CaseMoor,2003,Casey Moore,FB,Stanford,6 ft 2 in,74,240,4.65,32.5,22,114,7.29,4.26,CAR,RB,RB,7,247
2003LangMoor,2003,Langston Moore,DT,South Carolina,6 ft 1 in,73,303,5.04,32,29,104,7.64,4.29,CIN,DT,DT,6,174
2003KindMoor,2003,Kindal Moorehead,DE,Alabama,6 ft 2 in,74,285,5,32,22,104,7.71,4.57,CAR,DT,DT,5,145
2003SpenNead,2003,Spencer Nead,TE,BYU,6 ft 4 in,76,259,4.86,28.5,19,102,7.37,4.34,NWE,FB,FB,7,234
2003DonnNick,2003,Donnie Nickey,S,Ohio State,6 ft 2 in,74,220,4.65,33.5,17,119,7.08,4.16,TEN,DB,DB,5,154
2003LancNimm,2003,Lance Nimmo,OT,West Virginia,6 ft 5 in,77,303,5.28,27,20,90,8.21,4.96,TAM,T,T,4,130
2003DerePage,2003,Derek Pagel,S,Iowa,6 ft 1 in,73,208,4.57,35.5,25,115,6.87,4.08,NYJ,DB,DB,5,140
2003AntwPeek,2003,Antwan Peek,OLB,Cincinnati,6 ft 3 in,75,246,4.65,37,21,125,7.07,4.35,HOU,LB,LB,3,67
2003WillPile,2003,Willie Pile,S,Virginia Tech,6 ft 2 in,74,206,4.57,38,14,125,6.77,4.21,KAN,DB,DB,7,252
2003Tim Prov,2003,Tim Provost,OT,San Jose State,6 ft 5 in,77,301,5.23,28.5,21,102,8.38,4.7,MIA,T,T,6,209
2003DustRyke,2003,Dustin Rykert,OT,BYU,6 ft 6 in,78,327,5.42,26.5,21,92,8.2,4.87,OAK,T,T,6,204
2003AsanSamu,2003,Asante Samuel,CB,Central Florida,5 ft 11 in,71,185,4.49,35.5,9,120,6.95,4.14,NWE,DB,DB,4,120
2003AntwSand,2003,Antwoine Sanders,S,Utah,6 ft 2 in,74,202,4.54,37.5,14,128,7.44,4.45,BAL,DB,DB,7,258
2003StevSciu,2003,Steve Sciullo,OT,Marshall,6 ft 5 in,77,330,5.48,28,23,98,7.85,4.72,IND,G,G,4,122
2003Ian Scot,2003,Ian Scott,DT,Florida,6 ft 2 in,74,312,5.16,28.5,28,99,8.12,5,CHI,DT,DT,4,116
2003ScotShan,2003,Scott Shanle,OLB,Nebraska,6 ft 2 in,74,245,4.72,31,20,111,7.27,4.32,STL,LB,LB,7,251
2003VisaShia,2003,Visanthe Shiancoe,TE,South Florida,6 ft 4 in,76,251,4.65,39.5,28,120,7.09,4.31,NYG,TE,TE,3,91
2003L.J.Smit,2003,L.J. Smith,TE,Rutgers,6 ft 3 in,75,258,4.62,37,26,122,6.74,4.25,PHI,TE,TE,2,61
2003TrenSmit,2003,Trent Smith,TE,Oklahoma,6 ft 5 in,77,243,4.79,35.5,16,118,7.23,4.37,BAL,TE,TE,7,223
2003WadeSmit,2003,Wade Smith,OT,Memphis,6 ft 4 in,76,296,5.14,32.5,24,114,7.62,4.75,MIA,T,T,3,78
2003Ben Sobi,2003,Ben Sobieski,OG,Iowa,6 ft 5 in,77,307,5,30,18,109,7.7,4.49,BUF,T,T,5,151
2003Jon Stin,2003,Jon Stinchcomb,OT,Georgia,6 ft 5 in,77,302,4.99,35,32,115,7.83,4.62,NOR,T,T,2,37
2003DonaStri,2003,Donald Strickland,CB,Colorado,5 ft 10 in,70,187,4.53,35.5,16,121,6.98,4.04,IND,DB,DB,3,90
2003ScotTerc,2003,Scott Tercero,OG,California,6 ft 4 in,76,303,5.23,28.5,25,103,7.81,4.51,STL,G,G,6,184
2003ChauThom,2003,Chaun Thompson,OLB,West Texas A&M,6 ft 2 in,74,240,4.58,35.5,29,123,7.01,4.22,CLE,LB,LB,2,52
2003CharTill,2003,Charles Tillman,CB,Louisiana-Lafayette,6 ft 1 in,73,207,4.49,40,12,131,7.05,3.89,CHI,DB,DB,2,35
2003PisaTino,2003,Pisa Tinoisamoa,OLB,Hawaii,6 ft 0 in,72,231,4.65,34.5,19,111,6.97,4.07,STL,LB,LB,2,43
2003MarcTruf,2003,Marcus Trufant,CB,Washington State,5 ft 11 in,71,199,4.38,39,11,127,6.87,4.32,SEA,DB,DB,1,11
2003B.J.Tuck,2003,B.J. Tucker,CB,Wisconsin,5 ft 10 in,70,188,4.34,35,16,123,7.25,4.2,DAL,DB,DB,6,178
2003AaroWalk,2003,Aaron Walker,TE,Florida,6 ft 6 in,78,252,4.72,33.5,24,115,7.57,4.3,SFO,TE,TE,5,161
2003ShanWalt,2003,Shane Walton,CB,Notre Dame,5 ft 11 in,71,184,4.67,31,11,109,7.05,4.29,STL,DB,DB,5,170
2003SethWand,2003,Seth Wand,OT,Northwest Missouri State,6 ft 7 in,79,321,5.14,31.5,20,107,7.61,4.5,HOU,T,T,3,75
2003DennWeat,2003,Dennis Weathersby,CB,Oregon State,6 ft 1 in,73,204,4.38,38,9,125,7.14,4.13,CIN,DB,DB,4,98
2003ReggWell,2003,Reggie Wells,OT,Clarion,6 ft 3 in,75,300,5.16,29,23,104,8.35,4.56,ARI,G,G,6,177
2003KeyoWhit,2003,Keyon Whiteside,ILB,Tennessee,6 ft 0 in,72,229,4.8,29,27,111,7.32,4.34,IND,LB,LB,5,162
2003TaylWhit,2003,Taylor Whitley,OG,Texas A&M,6 ft 4 in,76,321,5.18,30,28,106,7.95,4.58,MIA,G,G,3,87
2003JimmWilk,2003,Jimmy Wilkerson,DE,Oklahoma,6 ft 3 in,75,271,4.91,34.5,29,114,7.45,4.4,KAN,DE,DE,6,189
2003DomaWill,2003,Domanick Williams,RB,LSU,5 ft 9 in,69,213,4.63,32.5,22,112,7.32,4.47,HOU,RB,RB,4,101
2003AndrWill,2003,Andrew Williams,DE,Miami (FL),6 ft 2 in,74,263,4.7,32,29,113,7.53,4.47,SFO,DE,DE,3,89
2003KeviWill,2003,Kevin Williams,DE,Oklahoma State,6 ft 5 in,77,304,4.81,30,23,112,7.66,5.04,MIN,DT,DT,1,9
2003ToddWill,2003,Todd Williams,OT,Florida State,6 ft 5 in,77,340,5.08,32.5,27,108,8.06,4.54,TEN,G,G,7,225
2003EugeWils,2003,Eugene Wilson,CB,Illinois,5 ft 10 in,70,192,4.48,38,15,122,7.18,4.05,NWE,DB,DB,2,36
2003AndrWool,2003,Andre Woolfolk,CB,Oklahoma,6 ft 1 in,73,197,4.47,35.5,10,128,6.78,3.96,TEN,DB,DB,1,28
2004JareAlle,2004,Jared Allen,DE,Idaho State,6 ft 6 in,78,265,4.72,33,13,120,7.11,4.34,KAN,DE,DE,4,126
2004CourAnde,2004,Courtney Anderson,TE,San Jose State,6 ft 6 in,78,269,4.89,30,17,106,7.86,4.45,OAK,TE,TE,7,245
2004ShawAndr,2004,Shawn Andrews,OT,Arkansas,6 ft 4 in,76,366,5.49,25,27,98,8.25,4.85,PHI,G,G,1,16
2004StacAndr,2004,Stacy Andrews,OT,Mississippi,6 ft 6 in,78,342,5.07,30.5,34,106,8.09,4.78,CIN,T,T,4,123
2004MattAske,2004,Matthias Askew,DT,Michigan State,6 ft 5 in,77,308,5.2,27,20,101,7.55,4.42,CIN,DT,DT,4,114
2004JasoBabi,2004,Jason Babin,DE,West. Michigan,6 ft 3 in,75,260,4.62,34,28,121,7.03,4.14,HOU,LB,LB,1,27
2004RyonBing,2004,Ryon Bingham,DT,Nebraska,6 ft 3 in,75,303,5.09,30,33,109,7.44,4.38,SDG,DT,DT,7,204
2004ColbBock,2004,Colby Bockwoldt,OLB,BYU,6 ft 2 in,74,230,4.6,34,14,112,7.12,4.05,NOR,LB,LB,7,240
2004TonyBua,2004,Tony Bua,S,Arkansas,5 ft 11 in,71,209,4.67,36,15,120,6.75,4.08,MIA,LB,LB,5,160
2004SeanBubi,2004,Sean Bubin,OT,Illinois,6 ft 6 in,78,306,5.32,24.5,25,97,7.66,4.76,JAX,T,T,5,159
2004MarkCavk,2004,Marko Cavka,OT,Sacramento State,6 ft 7 in,79,294,5.17,27.5,27,107,7.53,4.37,NYJ,T,T,6,178
2004KirkCham,2004,Kirk Chambers,OT,Stanford,6 ft 7 in,79,313,5.44,27,22,101,7.56,4.4,CLE,T,T,6,176
2004ErikCole,2004,Erik Coleman,S,Washington State,5 ft 10 in,70,200,4.64,35.5,16,117,7.03,4.14,NYJ,DB,DB,5,143
2004ChriCool,2004,Chris Cooley,TE,Utah State,6 ft 3 in,75,265,4.87,33,22,115,7.21,4.19,WAS,TE,TE,3,81
2004MarqCoop,2004,Marquis Cooper,OLB,Washington,6 ft 3 in,75,223,4.55,36.5,25,121,7.02,4.12,TAM,LB,LB,3,79
2004TreyDari,2004,Trey Darilek,OG,Texas-El Paso,6 ft 4 in,76,301,5.23,28.5,22,110,7.85,4.61,PHI,G,G,4,131
2004Nat Dors,2004,Nat Dorsey,OT,Georgia Tech,6 ft 7 in,79,322,5.46,28.5,26,102,8.3,4.84,MIN,T,T,4,115
2004VontDuff,2004,Vontez Duff,CB,Notre Dame,5 ft 11 in,71,203,4.53,35,13,120,6.94,4.03,HOU,DB,DB,6,170
2004JeffDuga,2004,Jeff Dugan,TE,Maryland,6 ft 4 in,76,263,5,28,21,109,7.4,4.32,MIN,TE,TE,7,220
2004DwanEdwa,2004,Dwan Edwards,DT,Oregon State,6 ft 3 in,75,313,5.12,28,25,105,7.59,4.68,BAL,DT,DT,2,51
2004DeanEila,2004,Deandre' Eiland,S,South Carolina,5 ft 11 in,71,202,4.53,35,17,113,7.19,4.27,MIN,DB,DB,6,184
2004Tim Euhu,2004,Tim Euhus,TE,Oregon State,6 ft 5 in,77,260,4.93,34.5,25,115,6.99,4.13,BUF,TE,TE,4,109
2004MichGain,2004,Michael Gaines,TE,Central Florida,6 ft 2 in,74,275,5.06,33,18,109,7.44,4.18,CAR,TE,TE,7,232
2004RobeGall,2004,Robert Gallery,OT,Iowa,6 ft 7 in,79,323,4.98,30,24,105,7.42,4.38,OAK,T,T,1,2
2004RichGard,2004,Rich Gardner,CB,Penn State,5 ft 11 in,71,199,4.46,36.5,11,123,6.91,3.91,TEN,DB,DB,3,92
2004RodeGree,2004,Roderick Green,DE,Central Missouri State,6 ft 2 in,74,245,4.7,34.5,21,129,7.26,4.04,BAL,LB,LB,5,153
2004Rex Hadn,2004,Rex Hadnot,C,Houston,6 ft 2 in,74,323,5.5,24.5,27,91,7.94,4.66,MIA,G,G,6,174
2004NickHard,2004,Nick Hardwick,C,Purdue,6 ft 3 in,75,295,5.2,34,27,108,7.72,4.55,SDG,C,C,3,66
2004ClauHarr,2004,Claude Harriott,DE,Pittsburgh,6 ft 4 in,76,252,4.69,30.5,25,118,7.44,4.25,CHI,DE,DE,5,147
2004Ben Hart,2004,Ben Hartsock,TE,Ohio State,6 ft 4 in,76,263,4.8,35,23,117,7.1,3.98,IND,TE,TE,3,68
2004IsaaHilt,2004,Isaac Hilton,DE,Kansas State,6 ft 3 in,75,267,4.57,36.5,31,123,7.99,4.48,NYG,DE,DE,7,253
2004Von Hutc,2004,Von Hutchins,CB,Mississippi,5 ft 10 in,70,185,4.46,34.5,11,115,7.05,4.06,IND,DB,DB,6,173
2004LandJohn,2004,Landon Johnson,OLB,Purdue,6 ft 2 in,74,227,4.65,37.5,20,120,7,4.08,CIN,LB,LB,3,96
2004TankJohn,2004,Tank Johnson,DT,Washington,6 ft 3 in,75,304,4.69,34,31,114,7.56,4.6,CHI,DT,DT,2,47
2004TrevJohn,2004,Trevor Johnson,DE,Nebraska,6 ft 5 in,77,260,4.8,35.5,23,110,7.06,4.08,NYJ,DE,DE,7,234
2004AdriJone,2004,Adrian Jones,OT,Kansas,6 ft 4 in,76,296,4.97,31,27,114,7.81,4.58,NYJ,T,T,4,132
2004RyanKrau,2004,Ryan Krause,WR,Nebraska-Omaha,6 ft 2 in,74,244,4.6,33.5,18,119,6.78,4.16,SDG,TE,TE,6,169
2004NickLeck,2004,Nick Leckey,C,Kansas State,6 ft 3 in,75,290,5.26,27,18,97,7.71,4.47,ARI,C,C,6,167
2004TeddLehm,2004,Teddy Lehman,OLB,Oklahoma,6 ft 1 in,73,240,4.55,34.5,26,113,6.91,4.06,DET,LB,LB,2,37
2004AlexLewi,2004,Alex Lewis,OLB,Wisconsin,6 ft 0 in,72,227,4.78,34.5,25,121,7.06,4.28,DET,LB,LB,5,140
2004KeitLewi,2004,Keith Lewis,S,Oregon,6 ft 0 in,72,204,4.6,37,11,121,7.28,4.07,SFO,DB,DB,6,198
2004SeanLock,2004,Sean Locklear,OG,North Carolina State,6 ft 4 in,76,308,5.16,29,27,100,7.85,4.56,SEA,T,T,3,84
2004SeanMcHu,2004,Sean McHugh,TE,Penn State,6 ft 5 in,77,264,4.92,29,18,115,7.36,4.09,TEN,FB,FB,7,241
2004CaleMill,2004,Caleb Miller,ILB,Arkansas,6 ft 3 in,75,224,4.66,34.5,23,120,6.85,3.93,CIN,LB,LB,3,80
2004Jim Moli,2004,Jim Molinaro,OT,Notre Dame,6 ft 6 in,78,308,5.09,29.5,21,105,7.75,4.6,WAS,T,T,6,180
2004AntwOdom,2004,Antwan Odom,DE,Alabama,6 ft 6 in,78,274,4.71,37,21,114,7.3,4.44,TEN,DE,DE,2,57
2004IgorOlsh,2004,Igor Olshansky,DT,Oregon,6 ft 5 in,77,315,4.96,33.5,41,110,7.61,4.41,SDG,DE,DE,2,35
2004TonyPape,2004,Tony Pape,OT,Michigan,6 ft 6 in,78,323,5.36,27,26,97,8.01,4.6,MIA,G,G,7,221
2004StepPete,2004,Stephen Peterman,OG,LSU,6 ft 4 in,76,312,5.46,24.5,23,95,7.87,4.68,DAL,G,G,3,83
2004RobeReyn,2004,Robert Reynolds,ILB,Ohio State,6 ft 3 in,75,251,4.76,32.5,18,116,7.17,3.94,TEN,LB,LB,5,165
2004BriaRimp,2004,Brian Rimpf,OT,East Carolina,6 ft 6 in,78,319,5.41,28,31,105,7.97,4.66,BAL,G,G,7,246
2004DuntRobi,2004,Dunta Robinson,CB,South Carolina,5 ft 11 in,71,186,4.34,36,15,120,6.97,3.75,HOU,DB,DB,1,10
2004Bob Sand,2004,Bob Sanders,S,Iowa,5 ft 8 in,68,204,4.35,41.5,15,128,6.7,3.91,IND,DB,DB,2,44
2004Bo SScho,2004,Bo Schobel,DE,TCU,6 ft 5 in,77,271,4.8,32.5,25,109,6.94,4.38,TEN,DE,DE,4,103
2004StuaSchw,2004,Stuart Schweigert,S,Purdue,6 ft 2 in,74,218,4.47,38,18,124,6.68,3.89,OAK,DB,DB,3,67
2004JakeScot,2004,Jake Scott,OT,Idaho,6 ft 5 in,77,281,5.06,34.5,24,110,7.96,4.68,IND,G,G,5,141
2004JoshSewe,2004,Josh Sewell,C,Nebraska,6 ft 2 in,74,301,5.06,30,30,99,7.53,4.24,DEN,C,C,6,190
2004JeffShoa,2004,Jeff Shoate,CB,San Diego State,5 ft 10 in,70,189,4.62,36,12,121,7,3.88,DEN,DB,DB,5,152
2004JuniSiav,2004,Junior Siavii,DT,Oregon,6 ft 4 in,76,344,5.16,24.5,31,93,7.93,4.84,KAN,DT,DT,2,36
2004JustSmil,2004,Justin Smiley,OG,Alabama,6 ft 3 in,75,298,5.07,32,19,111,7.72,4.41,SFO,G,G,2,46
2004ChriSnee,2004,Chris Snee,OG,Boston Col.,6 ft 3 in,75,314,5.1,30.5,29,104,7.75,4.66,NYG,G,G,2,34
2004IsaaSopo,2004,Isaac Sopoaga,DT,Hawaii,6 ft 2 in,74,317,4.97,30.5,42,99,7.79,4.66,SFO,DT,DT,4,104
