player_id,year,player_name,position_combine,School,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,nfl_team,position_nfl,position_nfl_standard,draft_round,draft_pick
2008MariUrru,2008,Mario Urrutia,WR,Louisville,6 ft 5 in,232.0,4.59,30.0,16.0,115.0,7.07,4.44,CIN,WR,WR,7.0,246.0
2008CodyWall,2008,Cody Wallace,C,Texas A&M,6 ft 4 in,296.0,5.3,30.5,26.0,113.0,7.45,4.55,SFO,C,C,4.0,107.0
2008TerrWhea,2008,Terrence Wheatley,CB,Colorado,5 ft 10 in,187.0,4.37,36.5,17.0,128.0,6.74,4.17,NWE,DB,DB,2.0,62.0
2008PhilWhee,2008,Philip Wheeler,ILB,Georgia Tech,6 ft 2 in,248.0,4.76,31.0,24.0,118.0,7.11,4.29,IND,LB,LB,3.0,93.0
2008ChriWill,2008,Chris Williams,OT,Vanderbilt,6 ft 6 in,315.0,5.13,25.0,21.0,103.0,7.95,4.85,CHI,T,T,1.0,14.0
2008JereZutt,2008,Jeremy Zuttah,OT,Rutgers,6 ft 3 in,303.0,4.99,26.5,35.0,107.0,7.59,4.54,TAM,G,G,3.0,83.0
2009AsheAlle,2009,Asher Allen,CB,Georgia,5 ft 9 in,194.0,4.48,35.0,22.0,115.0,6.93,4.3,MIN,DB,DB,3.0,86.0
2009StanArno,2009,Stanley Arnoux,ILB,Wake Forest,6 ft 0 in,232.0,4.56,31.5,19.0,121.0,7.22,4.39,NOR,LB,LB,4.0,118.0
2009RobeAyer,2009,Robert Ayers,DE,Tennessee,6 ft 3 in,272.0,4.77,29.5,18.0,102.0,7.56,4.51,DEN,DE,DE,1.0,18.0
2009ConnBarw,2009,Connor Barwin,OLB,Cincinnati,6 ft 4 in,256.0,4.47,40.5,21.0,128.0,6.87,4.18,HOU,DE,DE,2.0,46.0
2009WillBeat,2009,Will Beatty,OT,Connecticut,6 ft 6 in,307.0,5.06,33.5,27.0,107.0,7.62,4.77,NYG,T,T,2.0,60.0
2009Ron Brac,2009,Ron Brace,DT,Boston Col.,6 ft 3 in,330.0,5.48,28.0,32.0,99.0,8.15,4.73,NWE,DT,DT,2.0,40.0
2009RobeBrew,2009,Robert Brewster,OT,Ball State,6 ft 4 in,325.0,5.29,30.5,23.0,98.0,7.68,4.75,DAL,T,T,3.0,75.0
2009JaspBrin,2009,Jasper Brinkley,ILB,South Carolina,6 ft 2 in,252.0,4.67,35.5,26.0,114.0,7.03,4.32,MIN,LB,LB,5.0,150.0
2009EbenBrit,2009,Eben Britton,OT,Arizona,6 ft 6 in,309.0,5.14,28.5,24.0,100.0,7.87,4.91,JAX,T,T,2.0,39.0
2009AndrBrow,2009,Andre Brown,RB,North Carolina State,6 ft 0 in,224.0,4.37,37.0,24.0,115.0,7.35,4.33,NYG,RB,RB,4.0,129.0
2009CodyBrow,2009,Cody Brown,OLB,Connecticut,6 ft 2 in,244.0,4.76,36.5,26.0,120.0,7.1,4.4,ARI,LB,LB,2.0,63.0
2009EverBrow,2009,Everette Brown,DE,Florida State,6 ft 1 in,256.0,4.65,31.5,26.0,114.0,7.55,4.53,CAR,DE,DE,2.0,43.0
2009DaviBrut,2009,David Bruton,S,Notre Dame,6 ft 2 in,219.0,4.4,41.5,19.0,132.0,6.6,4.28,DEN,DB,DB,4.0,114.0
2009Joe Burn,2009,Joe Burnett,CB,Central Florida,5 ft 9 in,192.0,4.58,35.5,22.0,118.0,6.68,4.25,PIT,DB,DB,5.0,168.0
2009DeonButl,2009,Deon Butler,WR,Penn State,5 ft 10 in,182.0,4.31,34.5,12.0,118.0,7.01,4.48,SEA,WR,WR,3.0,91.0
2009VictButl,2009,Victor Butler,OLB,Oregon State,6 ft 2 in,248.0,4.72,33.0,24.0,113.0,7.21,4.4,DAL,LB,LB,4.0,110.0
2009AntoCald,2009,Antoine Caldwell,C,Alabama,6 ft 3 in,309.0,5.24,28.0,23.0,111.0,7.96,5.04,HOU,G,G,3.0,77.0
2009JameCase,2009,James Casey,FB,Rice,6 ft 3 in,246.0,4.69,36.0,28.0,111.0,7.0,4.48,HOU,TE,TE,5.0,152.0
2009ChriClem,2009,Chris Clemons,S,Clemson,6 ft 0 in,208.0,4.33,37.5,19.0,127.0,7.27,4.38,MIA,DB,DB,5.0,165.0
2009GlenCoff,2009,Glen Coffee,RB,Alabama,6 ft 0 in,209.0,4.5,36.0,24.0,121.0,7.35,4.51,SFO,RB,RB,3.0,74.0
2009AustColl,2009,Austin Collie,WR,BYU,6 ft 1 in,200.0,4.53,34.0,17.0,120.0,6.78,4.24,IND,WR,WR,4.0,127.0
2009AaroCurr,2009,Aaron Curry,OLB,Wake Forest,6 ft 2 in,254.0,4.52,37.0,25.0,124.0,7.15,4.51,SEA,LB,LB,1.0,4.0
2009BriaCush,2009,Brian Cushing,OLB,USC,6 ft 3 in,243.0,4.64,35.0,30.0,120.0,6.84,4.22,HOU,LB,LB,1.0,15.0
2009JameDavi,2009,James Davis,RB,Clemson,5 ft 11 in,218.0,4.45,32.0,17.0,109.0,7.15,4.37,CLE,RB,RB,6.0,195.0
2009VontDavi,2009,Vontae Davis,CB,Illinois,5 ft 11 in,203.0,4.4,36.0,25.0,125.0,6.75,4.07,MIA,DB,DB,1.0,25.0
2009WillDavi,2009,Will Davis,DE,Illinois,6 ft 2 in,261.0,4.84,33.0,27.0,115.0,7.38,4.45,ARI,DE,DE,6.0,204.0
2009LouiDelm,2009,Louis Delmas,S,West. Michigan,5 ft 11 in,202.0,4.52,37.0,12.0,126.0,6.67,4.17,DET,DB,DB,2.0,33.0
2009JareDill,2009,Jarett Dillard,WR,Rice,5 ft 10 in,191.0,4.5,42.5,13.0,129.0,7.1,4.41,JAX,WR,WR,5.0,144.0
2009DavoDrew,2009,Davon Drew,TE,East Carolina,6 ft 4 in,256.0,4.78,29.5,17.0,113.0,7.28,4.56,BAL,TE,TE,5.0,149.0
2009LarrEngl,2009,Larry English,OLB,Northern Illinois,6 ft 2 in,255.0,4.74,36.0,24.0,107.0,7.26,4.38,SDG,LB,LB,1.0,16.0
2009TonyFiam,2009,Tony Fiammetta,FB,Syracuse,6 ft 0 in,245.0,4.58,34.0,30.0,112.0,7.31,4.49,CAR,RB,RB,4.0,128.0
2009BradFlet,2009,Bradley Fletcher,CB,Iowa,6 ft 0 in,196.0,4.44,38.5,20.0,122.0,7.04,4.29,STL,DB,DB,3.0,66.0
2009MoisFoko,2009,Moise Fokou,OLB,Maryland,6 ft 1 in,233.0,4.65,31.0,12.0,121.0,7.09,4.28,PHI,LB,LB,7.0,230.0
2009CoyeFran,2009,Coye Francies,CB,San Jose State,6 ft 0 in,185.0,4.63,36.0,24.0,123.0,6.81,4.24,CLE,DB,DB,6.0,191.0
2009MarcFree,2009,Marcus Freeman,OLB,Ohio State,6 ft 1 in,239.0,4.51,37.0,30.0,113.0,6.98,4.12,CHI,LB,LB,5.0,154.0
2009XaviFult,2009,Xavier Fulton,OT,Illinois,6 ft 4 in,302.0,5.01,31.0,27.0,111.0,7.35,4.56,TAM,T,T,5.0,155.0
2009JarrGilb,2009,Jarron Gilbert,DE,San Jose State,6 ft 5 in,288.0,4.81,35.5,28.0,119.0,7.7,4.56,CHI,DT,DT,3.0,68.0
2009MikeGood,2009,Mike Goodson,RB,Texas A&M,6 ft 0 in,208.0,4.43,39.5,14.0,118.0,6.89,4.22,CAR,RB,RB,4.0,111.0
2009CourGree,2009,Courtney Greene,S,Rutgers,6 ft 0 in,212.0,4.55,34.5,21.0,116.0,7.35,4.16,SEA,DB,DB,7.0,245.0
2009ShonGree,2009,Shonn Greene,RB,Iowa,5 ft 10 in,227.0,4.55,37.0,19.0,121.0,7.1,4.4,NYJ,RB,RB,3.0,65.0
2009Dan Gron,2009,Dan Gronkowski,TE,Maryland,6 ft 5 in,255.0,4.79,33.0,26.0,122.0,6.92,4.26,DET,TE,TE,7.0,255.0
2009MichHaml,2009,Michael Hamlin,S,Clemson,6 ft 2 in,214.0,4.57,37.5,17.0,117.0,7.14,4.42,DAL,DB,DB,5.0,166.0
2009Nic Harr,2009,Nic Harris,OLB,Oklahoma,6 ft 2 in,234.0,4.83,31.5,15.0,109.0,7.05,4.37,BUF,LB,LB,5.0,147.0
2009DarrHeyw,2009,Darrius Heyward-Bey,WR,Maryland,6 ft 2 in,210.0,4.3,38.5,16.0,126.0,6.8,4.18,OAK,WR,WR,1.0,7.0
2009AnthHill,2009,Anthony Hill,TE,North Carolina State,6 ft 5 in,262.0,4.84,30.5,21.0,107.0,7.31,4.56,HOU,TE,TE,4.0,122.0
2009StepHodg,2009,Stephen Hodge,OLB,TCU,6 ft 0 in,234.0,4.59,35.0,22.0,115.0,7.21,4.34,DAL,DB,DB,6.0,197.0
2009BranHugh,2009,Brandon Hughes,CB,Oregon State,5 ft 10 in,182.0,4.4,36.5,8.0,128.0,6.9,4.23,SDG,DB,DB,5.0,148.0
2009CorvIrvi,2009,Corvey Irvin,DT,Georgia,6 ft 3 in,301.0,4.96,24.5,24.0,97.0,7.44,4.73,CAR,DT,DT,3.0,93.0
2009MalcJenk,2009,Malcolm Jenkins,CB,Ohio State,6 ft 0 in,204.0,4.51,33.0,15.0,124.0,6.59,4.08,NOR,DB,DB,1.0,14.0
2009RashJenn,2009,Rashad Jennings,RB,Liberty,6 ft 1 in,231.0,4.52,34.0,29.0,120.0,6.86,4.2,JAX,RB,RB,7.0,250.0
2009DaviJohn,2009,David Johnson,FB,Arkansas State,6 ft 1 in,260.0,4.73,32.5,21.0,113.0,7.28,4.43,PIT,TE,TE,7.0,241.0
2009MichJohn,2009,Michael Johnson,DE,Georgia Tech,6 ft 7 in,266.0,4.61,38.5,28.0,128.0,7.42,4.37,CIN,DE,DE,3.0,70.0
2009RashJohn,2009,Rashad Johnson,S,Alabama,5 ft 11 in,203.0,4.49,37.0,15.0,120.0,7.09,4.23,ARI,DB,DB,3.0,95.0
2009TroyKrop,2009,Troy Kropog,OT,Tulane,6 ft 5 in,309.0,5.3,30.0,21.0,100.0,7.65,4.84,TEN,T,T,4.0,135.0
2009PaulKrug,2009,Paul Kruger,DE,Utah,6 ft 4 in,263.0,4.79,32.5,24.0,108.0,7.52,4.47,BAL,DE,DE,2.0,57.0
2009JameLaur,2009,James Laurinaitis,ILB,Ohio State,6 ft 2 in,244.0,4.72,33.0,22.0,115.0,6.93,4.24,STL,LB,LB,2.0,35.0
2009PhilLoad,2009,Phil Loadholt,OT,Oklahoma,6 ft 8 in,332.0,5.45,29.0,24.0,95.0,8.18,5.06,MIN,T,T,2.0,54.0
2009JonaLuig,2009,Jonathan Luigs,C,Arkansas,6 ft 4 in,301.0,5.14,31.0,26.0,99.0,7.69,4.79,CIN,C,C,4.0,106.0
2009AlexMage,2009,Alex Magee,DT,Purdue,6 ft 3 in,298.0,4.82,29.5,30.0,103.0,7.52,4.55,KAN,DE,DE,3.0,67.0
2009SherMart,2009,Sherrod Martin,CB,Troy,6 ft 1 in,198.0,4.43,36.0,12.0,123.0,6.6,3.98,CAR,DB,DB,2.0,59.0
2009ClayMatt,2009,Clay Matthews,OLB,USC,6 ft 3 in,240.0,4.58,35.5,23.0,121.0,6.9,4.18,GNB,LB,LB,1.0,26.0
2009AaroMayb,2009,Aaron Maybin,DE,Penn State,6 ft 4 in,249.0,4.64,38.0,22.0,124.0,7.52,4.38,BUF,DE,DE,1.0,11.0
2009DarcMcBa,2009,Darcel McBath,S,Texas Tech,6 ft 0 in,198.0,4.53,38.0,14.0,119.0,6.8,4.16,DEN,DB,DB,2.0,48.0
2009ScotMcKi,2009,Scott McKillop,ILB,Pittsburgh,6 ft 1 in,244.0,4.7,35.5,27.0,119.0,7.0,4.39,SFO,LB,LB,5.0,146.0
2009GeraMcRa,2009,Gerald McRath,ILB,Southern Miss,6 ft 2 in,231.0,4.49,34.0,19.0,123.0,7.24,4.35,TEN,LB,LB,4.0,130.0
2009JamoMere,2009,Jamon Meredith,OT,South Carolina,6 ft 5 in,304.0,4.99,28.0,31.0,105.0,8.01,4.82,GNB,T,T,5.0,162.0
2009Roy Mill,2009,Roy Miller,DT,Texas,6 ft 1 in,310.0,4.93,32.0,36.0,103.0,8.01,4.74,TAM,DT,DT,3.0,81.0
2009MarkMitc,2009,Marko Mitchell,WR,Nevada,6 ft 4 in,218.0,4.43,32.0,9.0,116.0,7.04,4.33,WAS,WR,WR,7.0,243.0
2009EugeMonr,2009,Eugene Monroe,OT,Virginia,6 ft 5 in,309.0,5.18,28.5,23.0,110.0,7.86,4.78,JAX,T,T,1.0,8.0
2009D.J.Moor,2009,D.J. Moore,CB,Vanderbilt,5 ft 9 in,192.0,4.56,39.5,17.0,118.0,7.01,4.28,CHI,DB,DB,4.0,119.0
2009KyleMoor,2009,Kyle Moore,DE,USC,6 ft 5 in,272.0,4.76,30.5,22.0,105.0,7.4,4.47,TAM,DE,DE,4.0,117.0
2009WillMoor,2009,William Moore,S,Missouri,6 ft 0 in,221.0,4.49,37.0,16.0,123.0,6.81,4.26,ATL,DB,DB,2.0,55.0
2009KnowMore,2009,Knowshon Moreno,RB,Georgia,5 ft 11 in,217.0,4.5,35.5,25.0,115.0,6.84,4.27,DEN,RB,RB,1.0,12.0
2009CameMorr,2009,Cameron Morrah,TE,California,6 ft 3 in,244.0,4.61,32.5,24.0,115.0,6.99,4.36,SEA,TE,TE,7.0,248.0
2009CaptMunn,2009,Captain Munnerlyn,CB,South Carolina,5 ft 8 in,182.0,4.41,37.5,19.0,121.0,7.15,4.2,CAR,DB,DB,7.0,216.0
2009LydoMurt,2009,Lydon Murtha,OT,Nebraska,6 ft 7 in,306.0,4.82,35.0,25.0,110.0,7.06,4.34,DET,T,T,7.0,228.0
2009ShawNels,2009,Shawn Nelson,TE,Southern Miss,6 ft 5 in,240.0,4.52,33.0,19.0,115.0,6.96,4.46,BUF,TE,TE,4.0,121.0
2009TroyNola,2009,Troy Nolan,S,Arizona State,6 ft 0 in,206.0,4.58,31.5,12.0,117.0,7.06,4.3,HOU,DB,DB,7.0,223.0
2009ChriOgbo,2009,Chris Ogbonnaya,RB,Texas,6 ft 0 in,220.0,4.57,35.0,19.0,111.0,6.85,4.29,STL,RB,RB,7.0,211.0
2009MichOher,2009,Michael Oher,OT,Mississippi,6 ft 4 in,309.0,5.16,30.5,21.0,103.0,7.81,4.6,BAL,T,T,1.0,23.0
2009SethOlse,2009,Seth Olsen,OG,Iowa,6 ft 5 in,306.0,5.23,24.5,23.0,90.0,7.59,4.7,DEN,G,G,4.0,132.0
2009ChriOwen,2009,Chris Owens,CB,San Jose State,5 ft 10 in,181.0,4.44,34.5,14.0,110.0,6.93,4.16,ATL,DB,DB,3.0,90.0
2009CedrPeer,2009,Cedric Peerman,RB,Virginia,5 ft 9 in,216.0,4.34,40.0,27.0,117.0,6.99,4.29,BAL,RB,RB,6.0,185.0
2009BranPett,2009,Brandon Pettigrew,TE,Oklahoma State,6 ft 5 in,263.0,4.8,33.0,22.0,118.0,7.12,4.37,DET,TE,TE,1.0,20.0
2009JohnPhil,2009,John Phillips,TE,Virginia,6 ft 5 in,251.0,4.78,33.5,20.0,112.0,6.84,4.27,DAL,TE,TE,6.0,208.0
2009JerrPowe,2009,Jerraud Powers,CB,Auburn,5 ft 9 in,188.0,4.43,36.5,15.0,122.0,7.09,4.08,IND,DB,DB,3.0,92.0
2009GlovQuin,2009,Glover Quin,S,New Mexico,5 ft 11 in,204.0,4.5,38.0,22.0,119.0,7.39,4.43,HOU,DB,DB,4.0,112.0
2009RichQuin,2009,Richard Quinn,TE,North Carolina,6 ft 4 in,264.0,4.88,32.5,24.0,119.0,7.5,4.62,DEN,TE,TE,2.0,64.0
2009B.J.Raji,2009,B.J. Raji,DT,Boston Col.,6 ft 1 in,337.0,5.12,32.0,33.0,103.0,7.9,4.69,GNB,DT,DT,1.0,9.0
2009GarrReyn,2009,Garrett Reynolds,OT,North Carolina,6 ft 8 in,309.0,5.32,22.0,19.0,94.0,7.87,4.88,ATL,T,T,5.0,156.0
2009JavoRing,2009,Javon Ringer,RB,Michigan State,5 ft 9 in,205.0,4.5,34.0,23.0,115.0,6.87,4.11,TEN,RB,RB,5.0,173.0
2009JamaSanf,2009,Jamarca Sanford,S,Mississippi,5 ft 10 in,214.0,4.43,33.5,29.0,116.0,7.02,4.2,MIN,DB,DB,7.0,231.0
2009BernScot,2009,Bernard Scott,RB,Abilene Christian,5 ft 10 in,200.0,4.44,36.0,21.0,125.0,6.82,4.08,CIN,RB,RB,6.0,209.0
2009DareScot,2009,Darell Scott,DT,Clemson,6 ft 3 in,312.0,4.92,30.5,29.0,107.0,8.28,4.84,STL,DT,DT,4.0,103.0
2009MattShau,2009,Matt Shaughnessy,DE,Wisconsin,6 ft 5 in,266.0,4.86,30.5,24.0,112.0,7.68,4.88,OAK,DE,DE,3.0,71.0
2009A.Q.Ship,2009,A.Q. Shipley,C,Penn State,6 ft 1 in,304.0,5.19,31.0,33.0,100.0,7.46,4.4,PIT,C,C,7.0,226.0
2009LawrSidb,2009,Lawrence Sidbury,DE,Richmond,6 ft 2 in,266.0,4.53,35.0,28.0,120.0,7.46,4.43,ATL,DE,DE,4.0,125.0
2009AlphSmit,2009,Alphonso Smith,CB,Wake Forest,5 ft 9 in,193.0,4.47,34.0,13.0,125.0,7.09,4.38,DEN,DB,DB,2.0,37.0
2009DeAnSmit,2009,DeAngelo Smith,CB,Cincinnati,5 ft 11 in,194.0,4.5,31.5,17.0,109.0,7.27,4.35,DAL,DB,DB,5.0,143.0
2009JasoSmit,2009,Jason Smith,OT,Baylor,6 ft 5 in,309.0,5.09,24.0,33.0,96.0,7.53,4.69,STL,T,T,1.0,2.0
2009SeanSmit,2009,Sean Smith,CB,Utah,6 ft 3 in,214.0,4.47,34.0,10.0,119.0,6.92,4.15,MIA,DB,DB,2.0,61.0
2009SammStro,2009,Sammie Stroughter,WR,Oregon State,5 ft 9 in,189.0,4.45,30.0,13.0,110.0,7.03,4.28,TAM,WR,WR,7.0,233.0
2009StrySula,2009,Stryker Sulak,DE,Missouri,6 ft 4 in,251.0,4.63,31.0,22.0,113.0,7.31,4.58,OAK,DE,DE,6.0,199.0
2009TerrTayl,2009,Terrance Taylor,DT,Michigan,6 ft 0 in,306.0,5.08,30.0,37.0,104.0,7.78,5.06,IND,DT,DT,4.0,136.0
2009CurtTayl,2009,Curtis Taylor,S,LSU,6 ft 2 in,209.0,4.49,37.5,13.0,129.0,7.25,4.23,SFO,DB,DB,7.0,219.0
2009MorgTren,2009,Morgan Trent,CB,Michigan,6 ft 1 in,193.0,4.5,38.0,23.0,127.0,7.05,4.01,CIN,DB,DB,6.0,179.0
2009FenuTupo,2009,Fenuki Tupou,OT,Oregon,6 ft 5 in,314.0,5.2,25.5,24.0,94.0,8.33,5.02,PHI,T,T,5.0,159.0
2009BranUnde,2009,Brandon Underwood,S,Cincinnati,6 ft 1 in,198.0,4.48,36.5,16.0,125.0,7.0,4.2,GNB,DB,DB,6.0,187.0
2009TiquUnde,2009,Tiquan Underwood,WR,Rutgers,6 ft 1 in,184.0,4.31,41.5,7.0,129.0,6.62,4.11,JAX,WR,WR,7.0,253.0
2009Max Unge,2009,Max Unger,C,Oregon,6 ft 5 in,309.0,5.26,24.5,22.0,93.0,7.39,4.5,SEA,C,C,2.0,49.0
2009KraiUrbi,2009,Kraig Urbik,OG,Wisconsin,6 ft 5 in,328.0,5.25,24.0,29.0,94.0,7.87,4.89,PIT,T,T,3.0,79.0
2009ChipVaug,2009,Chip Vaughn,S,Wake Forest,6 ft 1 in,221.0,4.42,37.0,21.0,125.0,7.03,4.12,NOR,DB,DB,4.0,116.0
2009DaviVeik,2009,David Veikune,DE,Hawaii,6 ft 2 in,257.0,4.75,33.0,35.0,110.0,7.2,4.46,CLE,LB,LB,2.0,52.0
2009MikeWall,2009,Mike Wallace,WR,Mississippi,6 ft 0 in,199.0,4.33,40.0,14.0,129.0,6.9,4.27,PIT,WR,WR,3.0,84.0
2009DonaWash,2009,Donald Washington,CB,Ohio State,6 ft 0 in,197.0,4.5,45.0,9.0,135.0,6.84,4.2,KAN,DB,DB,4.0,102.0
2009LardWebb,2009,Lardarius Webb,CB,Nicholls State,5 ft 10 in,179.0,4.35,36.5,15.0,121.0,6.77,4.1,BAL,DB,DB,3.0,88.0
2009EricWood,2009,Eric Wood,C,Louisville,6 ft 4 in,310.0,5.19,30.5,30.0,99.0,7.56,4.51,BUF,C,C,1.0,28.0
2009DeAnWrig,2009,DeAndre Wright,CB,New Mexico,5 ft 11 in,198.0,4.52,34.5,17.0,122.0,7.0,4.44,NYG,DB,DB,6.0,200.0
2009JariWynn,2009,Jarius Wynn,DE,Georgia,6 ft 3 in,275.0,4.94,31.5,19.0,107.0,7.4,4.58,GNB,DE,DE,6.0,182.0
2010TysoAlua,2010,Tyson Alualu,DE,California,6 ft 2 in,295.0,4.87,35.5,21.0,116.0,7.15,4.43,JAX,DT,DT,1.0,10.0
2010Pat Ange,2010,Pat Angerer,ILB,Iowa,6 ft 0 in,235.0,4.71,35.0,26.0,110.0,7.04,4.29,IND,LB,LB,2.0,63.0
2010LarrAsan,2010,Larry Asante,S,Nebraska,6 ft 0 in,212.0,4.62,37.5,14.0,118.0,7.0,4.17,CLE,DB,DB,5.0,160.0
2010GenoAtki,2010,Geno Atkins,DT,Georgia,6 ft 1 in,293.0,4.75,33.0,34.0,117.0,7.33,4.43,CIN,DT,DT,4.0,120.0
2010EricBerr,2010,Eric Berry,S,Tennessee,6 ft 0 in,211.0,4.4,43.0,19.0,130.0,6.8,4.23,KAN,DB,DB,1.0,5.0
2010JahvBest,2010,Jahvid Best,RB,California,5 ft 10 in,199.0,4.34,32.5,18.0,113.0,6.75,4.17,DET,RB,RB,1.0,30.0
2010DezmBris,2010,Dezmon Briscoe,WR,Kansas,6 ft 2 in,207.0,4.66,33.0,9.0,115.0,7.1,4.57,CIN,WR,WR,6.0,191.0
2010AntoBrow,2010,Antonio Brown,WR,Central Michigan,5 ft 10 in,186.0,4.56,33.5,13.0,105.0,6.98,4.18,PIT,WR,WR,6.0,195.0
2010LeviBrow,2010,Levi Brown,QB,Troy,6 ft 3 in,229.0,4.93,31.5,20.0,106.0,7.07,4.43,BUF,QB,QB,7.0,209.0
2010BryaBula,2010,Bryan Bulaga,OT,Iowa,6 ft 5 in,314.0,5.2,27.5,26.0,98.0,7.7,4.75,GNB,T,T,1.0,23.0
2010CrezButl,2010,Crezdon Butler,CB,Clemson,6 ft 0 in,191.0,4.43,39.5,17.0,121.0,7.08,4.23,PIT,DB,DB,5.0,164.0
2010KyleCall,2010,Kyle Calloway,OT,Iowa,6 ft 6 in,323.0,5.46,23.5,22.0,92.0,7.96,4.86,BUF,T,T,7.0,216.0
2010BrucCamp,2010,Bruce Campbell,OT,Maryland,6 ft 6 in,314.0,4.75,32.0,34.0,101.0,7.58,4.69,OAK,T,T,4.0,106.0
2010SelvCape,2010,Selvish Capers,OT,West Virginia,6 ft 5 in,308.0,5.11,30.5,19.0,106.0,7.68,4.68,WAS,T,T,7.0,231.0
2010Kam Chan,2010,Kam Chancellor,S,Virginia Tech,6 ft 3 in,231.0,4.62,32.0,22.0,116.0,7.36,4.41,SEA,DB,DB,5.0,133.0
2010JamaChan,2010,Jamar Chaney,ILB,Mississippi State,6 ft 1 in,242.0,4.54,39.0,26.0,124.0,6.9,4.29,PHI,LB,LB,7.0,220.0
2010JohnConn,2010,John Conner,FB,Kentucky,5 ft 11 in,246.0,4.64,35.0,24.0,111.0,7.15,4.32,NYJ,RB,RB,5.0,139.0
2010KaveConn,2010,Kavell Conner,OLB,Clemson,6 ft 0 in,242.0,4.59,33.5,24.0,110.0,7.36,4.6,IND,LB,LB,7.0,240.0
2010ChriCook,2010,Chris Cook,CB,Virginia,6 ft 2 in,212.0,4.45,38.0,7.0,132.0,6.88,4.23,MIN,DB,DB,2.0,34.0
2010AnthDavi,2010,Anthony Davis,OT,Rutgers,6 ft 5 in,323.0,5.36,33.0,21.0,99.0,8.17,4.97,SFO,T,T,1.0,11.0
2010DextDavi,2010,Dexter Davis,OLB,Arizona State,6 ft 1 in,244.0,4.62,35.0,25.0,109.0,7.08,4.3,SEA,LB,LB,7.0,236.0
2010ChriDeGe,2010,Chris DeGeare,OG,Wake Forest,6 ft 4 in,325.0,5.12,32.5,27.0,103.0,7.84,4.9,MIN,G,G,5.0,161.0
2010DoriDick,2010,Dorin Dickerson,TE,Pittsburgh,6 ft 1 in,226.0,4.4,43.5,24.0,125.0,6.96,4.3,HOU,WR,WR,7.0,227.0
2010Ed DDick,2010,Ed Dickson,TE,Oregon,6 ft 4 in,249.0,4.59,34.0,23.0,115.0,7.32,4.59,BAL,TE,TE,3.0,70.0
2010AnthDixo,2010,Anthony Dixon,RB,Mississippi State,6 ft 1 in,233.0,4.67,33.0,15.0,121.0,7.09,4.49,SFO,RB,RB,6.0,173.0
2010VladDuca,2010,Vladimir Ducasse,OT,Massachusetts,6 ft 4 in,332.0,5.21,26.0,29.0,91.0,8.25,4.97,NYJ,T,T,2.0,61.0
2010CarlDunl,2010,Carlos Dunlap,DE,Florida,6 ft 6 in,277.0,4.68,31.5,21.0,111.0,7.21,4.61,CIN,DE,DE,2.0,54.0
2010JonaDwye,2010,Jonathan Dwyer,RB,Georgia Tech,5 ft 11 in,229.0,4.64,33.0,15.0,107.0,7.56,4.67,PIT,RB,RB,6.0,188.0
2010MarcEasl,2010,Marcus Easley,WR,Connecticut,6 ft 3 in,210.0,4.39,34.0,16.0,123.0,6.94,4.6,BUF,WR,WR,4.0,107.0
2010A.J.Edds,2010,A.J. Edds,OLB,Iowa,6 ft 4 in,246.0,4.62,33.0,16.0,117.0,7.19,4.28,MIA,LB,LB,4.0,119.0
2010JacoFord,2010,Jacoby Ford,WR,Clemson,5 ft 9 in,186.0,4.28,33.5,15.0,115.0,7.0,4.44,OAK,WR,WR,4.0,108.0
2010DomiFran,2010,Dominique Franks,CB,Oklahoma,5 ft 11 in,194.0,4.46,33.5,10.0,117.0,7.32,4.33,ATL,DB,DB,5.0,135.0
2010TobyGerh,2010,Toby Gerhart,RB,Stanford,6 ft 0 in,231.0,4.5,38.0,22.0,118.0,6.94,4.25,MIN,RB,RB,2.0,51.0
2010DaviGett,2010,David Gettis,WR,Baylor,6 ft 3 in,217.0,4.43,34.5,15.0,124.0,6.94,4.41,CAR,WR,WR,6.0,198.0
2010BranGhee,2010,Brandon Ghee,CB,Wake Forest,6 ft 0 in,192.0,4.37,37.0,15.0,127.0,6.75,4.07,CIN,DB,DB,3.0,96.0
2010ThadGibs,2010,Thaddeus Gibson,OLB,Ohio State,6 ft 2 in,243.0,4.78,32.0,32.0,115.0,6.84,4.27,PIT,DE,DE,4.0,116.0
2010TravGoet,2010,Travis Goethel,ILB,Arizona State,6 ft 2 in,240.0,4.81,35.0,21.0,111.0,6.93,4.54,OAK,LB,LB,6.0,190.0
2010GarrGrah,2010,Garrett Graham,TE,Wisconsin,6 ft 3 in,243.0,4.71,34.5,20.0,112.0,7.09,4.35,HOU,TE,TE,4.0,118.0
2010JermGres,2010,Jermaine Gresham,TE,Oklahoma,6 ft 5 in,261.0,4.66,35.0,20.0,113.0,7.07,4.53,CIN,TE,TE,1.0,21.0
2010Joe Hade,2010,Joe Haden,CB,Florida,5 ft 11 in,193.0,4.52,35.0,18.0,125.0,6.94,4.34,CLE,DB,DB,1.0,7.0
2010MontHard,2010,Montario Hardesty,RB,Tennessee,6 ft 0 in,225.0,4.49,41.0,21.0,124.0,6.87,4.14,CLE,RB,RB,2.0,59.0
2010GregHard,2010,Greg Hardy,DE,Mississippi,6 ft 4 in,281.0,4.82,35.0,21.0,117.0,7.25,4.65,CAR,DE,DE,6.0,175.0
