player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,draft_round,draft_pick,ht,bench_press_score,broad_jump_score,forty_yard_score,shuttle_run_score,three_cone_score,vertical_leap_score,combine_score,draft_pick_flag
Kelly Campbell,WR,Georgia Tech,5 ft 10 in,171.0,4.48,35.0,14.0,119.0,7.03,4.23,2002,2002CAMPBELLKELLYGEO,8.0,999.0,70,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Pete Campion,OG,North Dakota State,6 ft 4 in,307.0,5.26,25.5,30.0,88.0,7.96,4.81,2002,2002CAMPIONPETENOR,7.0,213.0,76,4.0,1.0,3.0,2.0,2.0,2.0,14.0,1
David Carr,QB,Fresno State,6 ft 3 in,223.0,4.67,35.0,22.0,108.0,7.05,4.28,2002,2002CARRDAVIDFRE,1.0,1.0,75,0.0,2.0,4.0,3.0,3.0,4.0,16.0,1
Demontray Carter,RB,Troy,5 ft 10 in,191.0,4.52,33.0,16.0,120.0,7.38,4.36,2002,2002CARTERDEMONTRAYTRO,8.0,999.0,70,1.0,3.0,3.0,2.0,1.0,2.0,12.0,0
Tim Carter,WR,Auburn,6 ft 0 in,190.0,4.32,39.0,15.0,126.0,6.68,3.93,2002,2002CARTERTIMAUB,2.0,46.0,72,0.0,4.0,4.0,4.0,4.0,4.0,20.0,1
Rock Cartwright,RB,Kansas State,5 ft 8 in,237.0,4.47,35.0,30.0,116.0,7.18,4.25,2002,2002CARTWRIGHTROCKKAN,7.0,257.0,68,4.0,2.0,4.0,2.0,1.0,3.0,16.0,1
Chris Cash,CB,USC,5 ft 10 in,177.0,4.5,36.0,15.0,122.0,6.9,4.14,2002,2002CASHCHRISUSC,6.0,175.0,70,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Jeff Chandler,K,Florida,6 ft 2 in,218.0,5.0,33.5,13.0,116.0,7.16,4.32,2002,2002CHANDLERJEFFFLO,4.0,102.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Terry Charles,WR,Portland State,6 ft 3 in,207.0,4.52,36.5,15.0,122.0,7.02,4.09,2002,2002CHARLESTERRYPOR,5.0,142.0,75,0.0,3.0,2.0,4.0,2.0,3.0,14.0,1
Jermaine Chatman,CB,Arizona,5 ft 11 in,185.0,4.55,35.5,14.0,121.0,6.97,4.2,2002,2002CHATMANJERMAINEARI,8.0,999.0,71,0.0,3.0,2.0,0.0,0.0,2.0,7.0,0
Kenyon Coleman,DE,UCLA,6 ft 5 in,284.0,4.97,33.5,32.0,115.0,7.245,4.4,2002,2002COLEMANKENYONUCL,5.0,147.0,77,4.0,0.0,1.0,0.0,0.0,0.0,5.0,1
Reggie Coleman,OT,Tennessee,6 ft 5 in,301.0,5.23,29.0,25.0,103.0,7.84,4.88,2002,2002COLEMANREGGIETEN,6.0,192.0,77,0.0,3.0,3.0,1.0,3.0,3.0,13.0,1
Mike Collins,OT,Wake Forest,6 ft 5 in,300.0,5.53,25.5,32.0,104.0,8.62,4.98,2002,2002COLLINSMIKEWAK,8.0,999.0,77,4.0,3.0,1.0,1.0,1.0,1.0,11.0,0
Mike Collins,DT,Ohio State,6 ft 3 in,298.0,5.03,31.5,31.0,105.0,7.52,4.46,2002,2002COLLINSMIKEOHI,8.0,999.0,75,4.0,3.0,3.0,4.0,3.0,4.0,21.0,0
Marc Colombo,OT,Boston Col.,6 ft 8 in,313.0,5.27,29.5,30.0,101.0,7.65,4.6,2002,2002COLOMBOMARCBOS,1.0,29.0,80,4.0,2.0,2.0,4.0,3.0,3.0,18.0,1
Joe Cooper,OLB,Ohio State,6 ft 0 in,233.0,4.95,32.0,17.0,111.0,7.47,4.46,2002,2002COOPERJOEOHI,8.0,999.0,72,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0
Keyuo Craver,CB,Nebraska,5 ft 11 in,201.0,4.62,31.0,13.0,123.0,6.9,4.14,2002,2002CRAVERKEYUONEB,4.0,125.0,71,2.0,3.0,1.0,0.0,0.0,1.0,7.0,1
Eric Crouch,RB,Nebraska,6 ft 0 in,195.0,4.47,38.0,20.0,112.0,6.87,4.02,2002,2002CROUCHERICNEB,3.0,95.0,72,0.0,1.0,4.0,4.0,4.0,4.0,17.0,1
Alonzo Cunningham,OG,Iowa,6 ft 4 in,316.0,5.46,24.0,23.0,98.0,8.52,4.73,2002,2002CUNNINGHAMALONZOIOW,8.0,999.0,76,0.0,2.0,1.0,3.0,1.0,1.0,8.0,0
Ronald Curry,QB,North Carolina,6 ft 2 in,220.0,4.59,35.0,22.0,115.0,7.06,4.11,2002,2002CURRYRONALDNOR,7.0,235.0,74,0.0,4.0,4.0,4.0,3.0,4.0,19.0,1
Kevin Curtis,S,Texas Tech,6 ft 2 in,212.0,4.53,37.5,24.0,124.0,6.75,3.88,2002,2002CURTISKEVINTEX,4.0,127.0,74,4.0,4.0,3.0,4.0,4.0,4.0,23.0,1
Woody Dantzler,QB,Clemson,5 ft 10 in,207.0,4.59,30.5,18.0,109.0,7.175,4.36,2002,2002DANTZLERWOODYCLE,8.0,999.0,70,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
Najeh Davenport,FB,Miami (FL),6 ft 1 in,248.0,4.57,32.5,23.0,114.0,7.2,4.325,2002,2002DAVENPORTNAJEHMIA,4.0,135.0,73,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Rohan Davey,QB,LSU,6 ft 2 in,245.0,4.74,31.5,22.0,110.0,7.12,4.28,2002,2002DAVEYROHANLSU,4.0,117.0,74,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Andre' Davis,WR,Virginia Tech,6 ft 1 in,194.0,4.42,39.5,15.0,123.0,6.77,4.1,2002,2002DAVISANDRE'VIR,2.0,47.0,73,0.0,4.0,4.0,4.0,4.0,4.0,20.0,1
Andra Davis,ILB,Florida,6 ft 1 in,244.0,4.77,31.5,20.0,112.0,7.17,4.27,2002,2002DAVISANDRAFLO,5.0,141.0,73,2.0,2.0,2.0,0.0,0.0,2.0,8.0,1
Dorsett Davis,DT,Mississippi State,6 ft 5 in,304.0,5.0,31.0,30.0,109.0,7.83,4.67,2002,2002DAVISDORSETTMIS,3.0,96.0,77,3.0,4.0,3.0,2.0,2.0,3.0,17.0,1
Dan Dawson,S,Rice,6 ft 1 in,219.0,4.57,38.0,24.0,124.0,6.75,4.0,2002,2002DAWSONDANRIC,8.0,999.0,73,4.0,4.0,3.0,4.0,4.0,4.0,23.0,0
Konrad Dean,OG,Akron,6 ft 4 in,333.0,5.57,27.5,30.0,97.0,8.37,4.97,2002,2002DEANKONRADAKR,8.0,999.0,76,4.0,2.0,1.0,1.0,1.0,2.0,11.0,0
Ryan Denney,DE,BYU,6 ft 7 in,276.0,4.86,33.0,36.0,107.0,7.18,4.25,2002,2002DENNEYRYANBYU,2.0,61.0,79,4.0,1.0,2.0,4.0,3.0,3.0,17.0,1
Kori Dickerson,FB,USC,6 ft 4 in,240.0,4.75,34.0,22.0,116.0,7.34,4.51,2002,2002DICKERSONKORIUSC,8.0,999.0,76,2.0,3.0,2.0,1.0,2.0,3.0,13.0,0
Brandon Doman,QB,BYU,6 ft 2 in,210.0,4.81,32.5,22.0,106.0,6.9,4.08,2002,2002DOMANBRANDONBYU,5.0,163.0,74,0.0,2.0,3.0,4.0,4.0,3.0,16.0,1
Travis Dorsch,P,Purdue,6 ft 6 in,221.0,4.89,30.5,19.5,120.0,7.16,4.32,2002,2002DORSCHTRAVISPUR,4.0,109.0,78,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
T.J. Duckett,RB,Michigan State,6 ft 0 in,254.0,4.45,35.0,20.0,119.0,7.0,4.2,2002,2002DUCKETTT.J.MIC,1.0,18.0,72,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Howard Duncan,OG,Oklahoma,6 ft 4 in,324.0,5.44,28.5,22.0,101.0,8.31,4.69,2002,2002DUNCANHOWARDOKL,8.0,999.0,76,2.0,3.0,1.0,3.0,1.0,3.0,13.0,0
Tim Duncan,K,Oklahoma,6 ft 2 in,207.0,5.0,33.5,14.0,115.0,7.16,4.32,2002,2002DUNCANTIMOKL,8.0,999.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Nate Dwyer,DT,Kansas,6 ft 3 in,313.0,5.1,31.0,27.0,103.0,7.57,4.41,2002,2002DWYERNATEKAN,4.0,113.0,75,2.0,2.0,2.0,4.0,3.0,3.0,16.0,1
Omar Easy,FB,Penn State,6 ft 1 in,244.0,4.53,40.0,21.0,123.0,7.25,4.12,2002,2002EASYOMARPEN,4.0,107.0,73,2.0,4.0,4.0,4.0,3.0,4.0,21.0,1
Andy Eby,C,Kansas State,6 ft 3 in,300.0,5.1,29.0,28.0,103.0,7.46,4.55,2002,2002EBYANDYKAN,8.0,999.0,75,3.0,3.0,4.0,3.0,4.0,3.0,20.0,0
Mike Echols,CB,Wisconsin,5 ft 9 in,190.0,4.35,36.0,15.0,122.0,6.9,4.14,2002,2002ECHOLSMIKEWIS,4.0,110.0,69,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Kalimba Edwards,DE,South Carolina,6 ft 5 in,265.0,4.75,33.5,24.0,115.0,7.245,4.4,2002,2002EDWARDSKALIMBASOU,2.0,35.0,77,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Steve Edwards,OG,Central Florida,6 ft 5 in,355.0,5.5,23.0,20.0,94.0,8.37,5.15,2002,2002EDWARDSSTEVECEN,8.0,999.0,77,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0
Antwaan Randle El,WR,Indiana,5 ft 10 in,191.0,4.49,36.0,15.0,121.0,6.92,4.18,2002,2002RANDLEANTWAANIND,2.0,62.0,70,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Justin Ena,ILB,BYU,6 ft 3 in,247.0,4.71,34.0,20.0,116.0,6.78,4.11,2002,2002ENAJUSTINBYU,8.0,999.0,75,2.0,3.0,3.0,4.0,4.0,3.0,19.0,0
R.J. English,WR,Pittsburgh,6 ft 2 in,211.0,4.55,37.5,14.0,121.0,7.03,4.11,2002,2002ENGLISHR.J.PIT,8.0,999.0,74,0.0,3.0,2.0,4.0,2.0,4.0,15.0,0
Hayden Epstein,K,Michigan,6 ft 2 in,212.0,4.79,33.5,13.0,116.0,7.16,4.32,2002,2002EPSTEINHAYDENMIC,7.0,247.0,74,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Demarcus Faggins,CB,Kansas State,5 ft 10 in,178.0,4.57,36.5,3.0,121.0,6.64,3.92,2002,2002FAGGINSDEMARCUSKAN,6.0,173.0,70,1.0,3.0,1.0,4.0,4.0,3.0,16.0,1
Randy Fasani,QB,Stanford,6 ft 3 in,224.0,4.77,31.5,22.0,106.0,6.75,3.87,2002,2002FASANIRANDYSTA,5.0,137.0,75,0.0,2.0,3.0,4.0,4.0,3.0,16.0,1
Trev Faulk,ILB,LSU,6 ft 3 in,241.0,4.9,32.0,21.0,116.0,7.27,4.34,2002,2002FAULKTREVLSU,8.0,999.0,75,0.0,3.0,1.0,0.0,0.0,2.0,6.0,0
Jeff Ferguson,P,Oklahoma,5 ft 10 in,201.0,4.8,28.0,12.0,109.5,7.16,4.32,2002,2002FERGUSONJEFFOKL,8.0,999.0,70,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
Levar Fisher,OLB,North Carolina State,6 ft 1 in,233.0,4.67,31.0,23.0,110.0,7.3,4.28,2002,2002FISHERLEVARNOR,2.0,49.0,73,0.0,1.0,3.0,0.0,1.0,1.0,6.0,1
Tony Fisher,RB,Notre Dame,6 ft 1 in,226.0,4.66,41.5,21.0,126.0,7.0,4.13,2002,2002FISHERTONYNOT,8.0,999.0,73,3.0,4.0,1.0,4.0,3.0,4.0,19.0,0
Little John Flowers,RB,Michigan State,5 ft 11 in,214.0,4.72,34.0,19.0,110.0,7.09,4.08,2002,2002JOHNLITTLEMIC,8.0,999.0,71,3.0,1.0,1.0,4.0,2.0,2.0,13.0,0
Delvon Flowers,RB,Arizona State,5 ft 11 in,200.0,4.67,35.5,15.0,117.0,7.09,4.27,2002,2002FLOWERSDELVONARI,8.0,999.0,71,1.0,2.0,1.0,0.0,0.0,3.0,7.0,0
Toniu Fonoti,OG,Nebraska,6 ft 4 in,349.0,5.49,28.5,32.0,97.0,8.12,4.81,2002,2002FONOTITONIUNEB,2.0,39.0,76,4.0,2.0,1.0,2.0,2.0,3.0,14.0,1
Larry Foote,OLB,Michigan,6 ft 1 in,231.0,4.83,30.0,24.0,118.0,7.18,4.41,2002,2002FOOTELARRYMIC,4.0,128.0,73,3.0,0.0,1.0,1.0,2.0,1.0,8.0,1
Willie Ford,CB,Syracuse,6 ft 1 in,195.0,4.57,34.0,10.0,117.0,7.25,4.33,2002,2002FORDWILLIESYR,8.0,999.0,73,1.0,1.0,1.0,1.0,1.0,2.0,7.0,0
Lonnie Ford,DE,USC,6 ft 2 in,261.0,4.77,37.5,22.0,112.0,7.12,4.28,2002,2002FORDLONNIEUSC,8.0,999.0,74,2.0,2.0,3.0,4.0,4.0,4.0,19.0,0
DeShaun Foster,RB,UCLA,6 ft 1 in,222.0,4.57,35.5,20.0,119.0,6.82,4.16,2002,2002FOSTERDESHAUNUCL,2.0,34.0,73,3.0,3.0,2.0,3.0,4.0,3.0,18.0,1
Melvin Fowler,C,Maryland,6 ft 3 in,300.0,5.46,27.0,32.0,99.0,7.51,4.6,2002,2002FOWLERMELVINMAR,3.0,76.0,75,4.0,2.0,1.0,3.0,4.0,2.0,16.0,1
Eddie Freeman,DT,Ala-Birmingham,6 ft 5 in,310.0,4.91,34.5,32.0,111.0,7.85,4.81,2002,2002FREEMANEDDIEALA,2.0,43.0,77,4.0,4.0,4.0,1.0,2.0,4.0,19.0,1
Dwight Freeney,DE,Syracuse,6 ft 1 in,266.0,4.48,33.5,28.0,115.0,7.245,4.4,2002,2002FREENEYDWIGHTSYR,1.0,11.0,73,4.0,0.0,4.0,0.0,0.0,0.0,8.0,1
Scott Fujita,OLB,California,6 ft 5 in,248.0,4.64,42.0,20.0,122.0,7.09,4.21,2002,2002FUJITASCOTTCAL,5.0,143.0,77,2.0,4.0,3.0,3.0,3.0,4.0,19.0,1
Jabar Gaffney,WR,Florida,6 ft 1 in,193.0,4.56,36.0,15.0,121.0,6.87,4.06,2002,2002GAFFNEYJABARFLO,2.0,33.0,73,0.0,0.0,2.0,4.0,3.0,0.0,9.0,1
Paris Gaines,FB,Fresno State,6 ft 0 in,228.0,4.67,32.5,14.0,113.0,7.3149999999999995,4.41,2002,2002GAINESPARISFRE,8.0,999.0,72,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0
David Garrard,QB,East Carolina,6 ft 2 in,235.0,4.82,33.5,22.0,111.0,7.35,4.26,2002,2002GARRARDDAVIDEAS,4.0,108.0,74,0.0,3.0,3.0,3.0,1.0,4.0,14.0,1
David Givens,WR,Notre Dame,6 ft 0 in,217.0,4.56,40.5,15.0,126.0,6.82,4.13,2002,2002GIVENSDAVIDNOT,7.0,253.0,72,0.0,4.0,2.0,3.0,4.0,4.0,17.0,1
LaVar Glover,CB,Cincinnati,5 ft 9 in,177.0,4.59,37.0,11.0,117.0,7.18,4.29,2002,2002GLOVERLAVARCIN,7.0,212.0,69,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1
Andre Goodman,CB,South Carolina,5 ft 10 in,182.0,4.36,35.5,14.0,120.0,6.97,4.2,2002,2002GOODMANANDRESOU,8.0,999.0,70,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
Jonathan Goodwin,OG,Michigan,6 ft 3 in,318.0,5.13,28.0,26.0,101.0,7.825,4.72,2002,2002GOODWINJONATHANMIC,5.0,154.0,75,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Lamar Gordon,RB,North Dakota State,6 ft 1 in,214.0,4.55,34.0,16.0,119.0,7.0,4.2,2002,2002GORDONLAMARNOR,3.0,84.0,73,1.0,3.0,3.0,0.0,0.0,2.0,9.0,1
Daniel Graham,TE,Colorado,6 ft 3 in,248.0,4.64,36.0,21.0,118.0,7.12,4.34,2002,2002GRAHAMDANIELCOL,1.0,21.0,75,0.0,4.0,4.0,0.0,0.0,4.0,12.0,1
Charles Grant,DE,Georgia,6 ft 3 in,282.0,4.69,31.0,24.0,118.0,7.69,4.39,2002,2002GRANTCHARLESGEO,1.0,25.0,75,3.0,4.0,4.0,3.0,1.0,2.0,17.0,1
Bobby Gray,S,Louisiana Tech,6 ft 0 in,209.0,4.66,36.0,24.0,112.0,6.96,4.17,2002,2002GRAYBOBBYLOU,5.0,140.0,72,4.0,1.0,1.0,0.0,0.0,0.0,6.0,1
Jarvis Green,DE,LSU,6 ft 3 in,272.0,4.87,31.0,24.0,109.0,7.52,4.25,2002,2002GREENJARVISLSU,4.0,126.0,75,0.0,1.0,2.0,4.0,2.0,2.0,11.0,1
William Green,RB,Boston Col.,6 ft 0 in,221.0,4.6,42.0,27.0,121.0,7.0,4.2,2002,2002GREENWILLIAMBOS,1.0,16.0,72,4.0,4.0,2.0,0.0,0.0,4.0,14.0,1
Andre Gurode,OG,Colorado,6 ft 4 in,316.0,5.34,30.5,26.0,100.0,8.15,5.05,2002,2002GURODEANDRECOL,2.0,37.0,76,0.0,3.0,2.0,1.0,1.0,4.0,11.0,1
Sean Guthrie,DE,Boston Col.,6 ft 4 in,269.0,4.88,32.0,28.0,112.0,7.46,4.47,2002,2002GUTHRIESEANBOS,8.0,999.0,76,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0
Joe Hall,FB,Kansas State,6 ft 2 in,271.0,4.97,28.0,22.0,107.0,7.3149999999999995,4.41,2002,2002HALLJOEKAN,8.0,999.0,74,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0
Carlos Hall,DE,Arkansas,6 ft 4 in,259.0,4.67,40.0,20.0,129.0,6.97,4.19,2002,2002HALLCARLOSARK,7.0,240.0,76,1.0,4.0,4.0,4.0,4.0,4.0,21.0,1
Ryan Hannam,TE,New Mexico,6 ft 2 in,251.0,4.69,30.5,18.0,113.0,7.07,4.21,2002,2002HANNAMRYANNEW,8.0,999.0,74,2.0,2.0,4.0,4.0,3.0,2.0,17.0,0
Alan Harper,DT,Fresno State,6 ft 2 in,295.0,5.27,30.5,28.0,104.0,7.675,4.64,2002,2002HARPERALANFRE,4.0,121.0,74,0.0,2.0,1.0,3.0,0.0,3.0,9.0,1
Joey Harrington,QB,Oregon,6 ft 4 in,215.0,4.89,32.0,22.0,112.0,7.0,4.21,2002,2002HARRINGTONJOEYORE,1.0,3.0,76,0.0,3.0,2.0,3.0,3.0,3.0,14.0,1
Napoleon Harris,OLB,Northwestern,6 ft 3 in,253.0,4.55,34.0,27.0,115.0,7.15,4.44,2002,2002HARRISNAPOLEONNOR,1.0,23.0,75,4.0,2.0,4.0,1.0,2.0,2.0,15.0,1
Quentin Harris,S,Syracuse,6 ft 0 in,216.0,4.61,36.5,14.0,120.0,7.59,4.34,2002,2002HARRISQUENTINSYR,8.0,999.0,72,2.0,3.0,2.0,1.0,1.0,3.0,12.0,0
Tyreo Harrison,ILB,Notre Dame,6 ft 2 in,238.0,4.87,40.0,23.0,118.0,7.24,4.27,2002,2002HARRISONTYREONOT,6.0,198.0,74,0.0,4.0,1.0,0.0,2.0,4.0,11.0,1
Herb Haygood,WR,Michigan State,5 ft 11 in,193.0,4.45,33.0,15.0,114.0,6.65,4.26,2002,2002HAYGOODHERBMIC,5.0,144.0,71,0.0,1.0,3.0,2.0,4.0,1.0,11.0,1
Verron Haynes,FB,Georgia,5 ft 10 in,224.0,4.78,31.5,25.0,117.0,7.27,4.08,2002,2002HAYNESVERRONGEO,5.0,166.0,70,4.0,4.0,2.0,4.0,3.0,2.0,19.0,1
Albert Haynesworth,DT,Tennessee,6 ft 6 in,320.0,5.09,29.5,28.0,105.0,7.675,4.61,2002,2002HAYNESWORTHALBERTTEN,1.0,15.0,78,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1
Ennis Haywood,RB,Iowa State,5 ft 10 in,218.0,4.76,35.0,12.0,112.0,7.08,4.14,2002,2002HAYWOODENNISIOW,8.0,999.0,70,1.0,1.0,1.0,4.0,2.0,3.0,12.0,0
Jason Hebert,S,Rice,5 ft 11 in,190.0,4.63,35.5,15.0,118.0,7.12,3.88,2002,2002HEBERTJASONRIC,8.0,999.0,71,2.0,2.0,1.0,4.0,2.0,3.0,14.0,0
Keith Heinrich,TE,SMU,6 ft 5 in,255.0,4.77,35.0,21.0,120.0,6.87,4.1,2002,2002HEINRICHKEITHSMU,8.0,999.0,77,3.0,4.0,3.0,4.0,4.0,4.0,22.0,0
Eric Heitmann,OG,Stanford,6 ft 4 in,305.0,5.22,28.0,33.0,103.0,7.56,4.6,2002,2002HEITMANNERICSTA,7.0,239.0,76,4.0,3.0,3.0,4.0,4.0,3.0,21.0,1
John Henderson,DT,Tennessee,6 ft 7 in,308.0,4.87,27.5,24.0,110.0,7.71,4.66,2002,2002HENDERSONJOHNTEN,1.0,9.0,79,1.0,4.0,4.0,2.0,2.0,2.0,15.0,1
Leonard Henry,RB,East Carolina,6 ft 1 in,206.0,4.57,35.0,26.0,113.0,7.11,4.29,2002,2002HENRYLEONARDEAS,7.0,241.0,73,4.0,1.0,2.0,2.0,2.0,3.0,14.0,1
Artis Hicks,OG,Memphis,6 ft 4 in,303.0,5.08,29.5,22.0,104.0,7.85,4.64,2002,2002HICKSARTISMEM,8.0,999.0,76,2.0,4.0,4.0,3.0,3.0,4.0,20.0,0
Maurice Hicks,RB,North Carolina A&T,5 ft 10 in,200.0,4.64,34.0,19.0,116.0,7.09,4.27,2002,2002HICKSMAURICENOR,8.0,999.0,70,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0
Charles Hill,DT,Maryland,6 ft 2 in,293.0,5.06,33.5,23.0,113.0,7.37,4.36,2002,2002HILLCHARLESMAR,3.0,83.0,74,1.0,4.0,3.0,4.0,4.0,4.0,20.0,1
Kahlil Hill,WR,Iowa,6 ft 2 in,200.0,4.65,35.0,15.0,121.0,6.92,4.18,2002,2002HILLKAHLILIOW,6.0,184.0,74,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1
Matt Hill,OT,Boise State,6 ft 6 in,300.0,5.33,28.5,20.0,101.0,7.58,4.54,2002,2002HILLMATTBOI,5.0,171.0,78,1.0,2.0,2.0,4.0,4.0,3.0,16.0,1
Chris Hope,S,Florida State,6 ft 0 in,210.0,4.58,36.0,28.0,113.0,6.96,4.17,2002,2002HOPECHRISFLO,3.0,94.0,72,4.0,1.0,2.0,0.0,0.0,0.0,7.0,1
Abdual Howard,S,Florida State,6 ft 0 in,209.0,4.64,35.0,16.0,120.0,7.06,4.21,2002,2002HOWARDABDUALFLO,8.0,999.0,72,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0
Dameon Hunter,RB,Utah,5 ft 11 in,219.0,4.68,30.5,19.0,113.0,7.09,4.27,2002,2002HUNTERDAMEONUTA,8.0,999.0,71,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Javin Hunter,WR,Notre Dame,5 ft 11 in,186.0,4.47,41.0,15.0,129.0,6.84,4.04,2002,2002HUNTERJAVINNOT,6.0,206.0,71,0.0,4.0,3.0,4.0,3.0,4.0,18.0,1
Grant Irons,DE,Notre Dame,6 ft 6 in,267.0,4.96,40.5,19.0,119.0,7.27,4.38,2002,2002IRONSGRANTNOT,8.0,999.0,78,1.0,4.0,1.0,3.0,3.0,4.0,16.0,0
Ron Israel,S,Notre Dame,6 ft 0 in,213.0,4.6,35.0,20.0,121.0,7.06,4.21,2002,2002ISRAELRONNOT,8.0,999.0,72,4.0,3.0,2.0,0.0,0.0,0.0,9.0,0
Bobby Jackson,S,Illinois,6 ft 0 in,216.0,4.68,34.5,16.0,125.0,7.01,4.16,2002,2002JACKSONBOBBYILL,8.0,999.0,72,0.0,4.0,1.0,3.0,3.0,2.0,13.0,0
Quentin Jammer,CB,Texas,6 ft 0 in,204.0,4.49,36.0,18.0,124.0,6.9,4.14,2002,2002JAMMERQUENTINTEX,1.0,5.0,72,4.0,3.0,3.0,0.0,0.0,3.0,13.0,1
Joseph Jefferson,CB,Western Kentucky,5 ft 11 in,205.0,4.39,39.5,8.0,121.0,6.84,4.01,2002,2002JEFFERSONJOSEPHWES,8.0,999.0,71,1.0,3.0,4.0,4.0,3.0,4.0,19.0,0
Bradley Jennings,ILB,Florida State,6 ft 3 in,255.0,4.96,33.0,21.0,114.0,7.27,4.34,2002,2002JENNINGSBRADLEYFLO,8.0,999.0,75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Emmett Johnson,WR,Virginia Tech,6 ft 2 in,205.0,4.45,39.0,14.0,122.0,7.15,4.1,2002,2002JOHNSONEMMETTVIR,8.0,999.0,74,0.0,3.0,3.0,4.0,1.0,4.0,15.0,0
Dennis Johnson,DE,Kentucky,6 ft 5 in,258.0,4.82,35.5,17.0,119.0,7.21,4.36,2002,2002JOHNSONDENNISKEN,3.0,98.0,77,1.0,4.0,3.0,3.0,3.0,4.0,18.0,1
Kyle Johnson,FB,Syracuse,6 ft 1 in,242.0,4.74,34.0,22.0,119.0,7.4,4.35,2002,2002JOHNSONKYLESYR,5.0,145.0,73,2.0,4.0,2.0,3.0,2.0,3.0,16.0,1
Ron Johnson,WR,Minnesota,6 ft 2 in,225.0,4.7,34.5,15.0,118.0,7.12,4.02,2002,2002JOHNSONRONMIN,4.0,123.0,74,0.0,2.0,1.0,4.0,1.0,2.0,10.0,1
Doug Jolley,TE,BYU,6 ft 4 in,251.0,4.6,38.0,18.0,117.0,6.9,4.18,2002,2002JOLLEYDOUGBYU,2.0,55.0,76,2.0,3.0,4.0,4.0,4.0,4.0,21.0,1
Jermese Jones,OT,Virginia,6 ft 5 in,337.0,5.29,27.5,22.0,100.0,7.9350000000000005,4.79,2002,2002JONESJERMESEVIR,8.0,999.0,77,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0
Daryl Jones,WR,Miami (FL),5 ft 9 in,180.0,4.35,36.0,15.0,121.0,6.92,4.18,2002,2002JONESDARYLMIA,7.0,226.0,69,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1
Levi Jones,OT,Arizona State,6 ft 5 in,304.0,5.21,28.5,25.0,103.0,7.8,4.71,2002,2002JONESLEVIARI,1.0,10.0,77,0.0,3.0,3.0,0.0,0.0,0.0,6.0,1
Terry Jones,TE,Alabama,6 ft 3 in,265.0,4.79,33.5,20.0,111.0,7.43,4.43,2002,2002JONESTERRYALA,5.0,155.0,75,3.0,2.0,2.0,2.0,1.0,3.0,13.0,1
Eric Joyce,CB,Tennessee State,5 ft 9 in,192.0,4.53,40.5,11.0,115.0,6.81,3.97,2002,2002JOYCEERICTEN,8.0,999.0,69,1.0,1.0,2.0,4.0,3.0,4.0,15.0,0
Doug Kaufusi,OT,Utah,6 ft 6 in,313.0,5.47,27.5,23.0,100.0,7.9350000000000005,4.79,2002,2002KAUFUSIDOUGUTA,8.0,999.0,78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
Brett Keisel,DE,BYU,6 ft 5 in,279.0,4.89,33.5,26.0,107.0,7.28,4.51,2002,2002KEISELBRETTBYU,7.0,242.0,77,3.0,1.0,2.0,2.0,3.0,3.0,14.0,1
Stephon Kelly,S,Winston-Salem State,6 ft 3 in,212.0,4.62,32.5,15.0,117.0,7.26,4.1,2002,2002KELLYSTEPHONWIN,8.0,999.0,75,2.0,2.0,2.0,4.0,1.0,1.0,12.0,0
